Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
p5.00_sc00068_p0031	4.0	2.0	36.0	6.0	0.16666666666666666	3.0	0.0	49.0	0.0	0.0	37.0	0.0	301.0	1.0	0.003322259136212625					1.0	1.0	Unmethylated
p5.00_sc00068_p0032	77.0	13.0	488.0	107.0	0.2192622950819672	115.0	1.0	690.0	29.0	0.042028985507246375	308.0	0.0	2065.0	10.0	0.0048426150121065395	0.9932542352799072	1.0	0.9986058897378244	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0033	14.0	2.0	87.0	7.0	0.08045977011494253	49.0	0.0	310.0	1.0	0.0032258064516129032	107.0	0.0	728.0	1.0	0.0013736263736263735			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0034	21.0	0.0	186.0	0.0	0.0	31.0	0.0	230.0	0.0	0.0	67.0	0.0	601.0	3.0	0.004991680532445922	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0035	29.0	0.0	166.0	0.0	0.0	21.0	0.0	127.0	0.0	0.0	36.0	0.0	207.0	1.0	0.004830917874396135	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0036	5.0	0.0	40.0	1.0	0.025	24.0	0.0	139.0	0.0	0.0	54.0	0.0	316.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0037	8.0	6.0	103.0	42.0	0.4077669902912621	32.0	0.0	228.0	0.0	0.0	57.0	0.0	430.0	2.0	0.004651162790697674			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0038	20.0	1.0	111.0	4.0	0.036036036036036036	33.0	0.0	185.0	0.0	0.0	129.0	0.0	727.0	1.0	0.001375515818431912	0.9987280905628518	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0039	1.0	0.0	21.0	0.0	0.0	3.0	0.0	23.0	0.0	0.0	18.0	0.0	141.0	0.0	0.0							Unmethylated
p5.00_sc00068_p0040	35.0	21.0	182.0	110.0	0.6043956043956044	96.0	0.0	521.0	2.0	0.003838771593090211	183.0	0.0	1094.0	1.0	0.0009140767824497258	9.18185099558681e-05	0.0005110254801695016	1.0	1.0	1.0	1.0	gbM
p5.00_sc00068_p0041	13.0	1.0	77.0	13.0	0.16883116883116886	17.0	0.0	108.0	0.0	0.0	72.0	0.0	436.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00068_p0042	5.0	2.0	27.0	16.0	0.5925925925925926	16.0	0.0	95.0	2.0	0.021052631578947368	45.0	0.0	296.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00068_p0043	23.0	2.0	100.0	14.0	0.14	37.0	0.0	169.0	1.0	0.005917159763313609	82.0	1.0	412.0	2.0	0.0048543689320388345	0.9952745195231852	1.0	1.0	1.0	0.6104451333564542	1.0	Unclassified
p5.00_sc00068_p0044	18.0	12.0	123.0	62.0	0.5040650406504065	51.0	0.0	338.0	4.0	0.01183431952662722	118.0	0.0	826.0	2.0	0.0024213075060532693			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0045	19.0	6.0	83.0	24.0	0.2891566265060241	33.0	0.0	169.0	0.0	0.0	90.0	0.0	457.0	1.0	0.002188183807439825			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0046	17.0	7.0	104.0	35.0	0.3365384615384616	30.0	0.0	204.0	0.0	0.0	66.0	1.0	446.0	4.0	0.008968609865470852			1.0	1.0	0.531771676192819	1.0	Unclassified
p5.00_sc00068_p0047	24.0	0.0	203.0	0.0	0.0	13.0	0.0	136.0	0.0	0.0	50.0	0.0	527.0	3.0	0.005692599620493359	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00068_p0048	15.0	10.0	89.0	51.0	0.5730337078651685	35.0	1.0	189.0	6.0	0.031746031746031744	73.0	0.0	482.0	5.0	0.010373443983402493			0.8648322645745841	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0049	22.0	0.0	96.0	1.0	0.010416666666666666	9.0	0.0	60.0	0.0	0.0	26.0	0.0	214.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00068_p0050	21.0	9.0	145.0	47.0	0.32413793103448274	52.0	0.0	289.0	1.0	0.0034602076124567475	145.0	0.0	927.0	5.0	0.005393743257820928	0.11113152214261716	0.3695196936433878	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0051	37.0	0.0	219.0	26.0	0.1187214611872146	27.0	0.0	180.0	16.0	0.08888888888888889	104.0	0.0	674.0	3.0	0.004451038575667656	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0052	3.0	0.0	17.0	0.0	0.0	3.0	0.0	18.0	0.0	0.0	22.0	0.0	127.0	1.0	0.007874015748031496					1.0	1.0	Unmethylated
p5.00_sc00068_p0053	9.0	8.0	50.0	36.0	0.72	19.0	1.0	114.0	5.0	0.04385964912280702	92.0	0.0	516.0	2.0	0.0038759689922480615					1.0	1.0	Unclassified
p5.00_sc00068_p0054	3.0	1.0	39.0	10.0	0.2564102564102564	3.0	0.0	69.0	0.0	0.0	19.0	0.0	242.0	0.0	0.0							Unmethylated
p5.00_sc00068_p0055	3.0	3.0	20.0	19.0	0.95	15.0	0.0	75.0	1.0	0.013333333333333334	34.0	0.0	179.0	1.0	0.00558659217877095					1.0	1.0	Unclassified
p5.00_sc00068_p0056	98.0	93.0	576.0	502.0	0.8715277777777778	274.0	0.0	1671.0	6.0	0.0035906642728904853	702.0	0.0	4619.0	10.0	0.002164970772894566	1.596354620466003e-44	1.7122043557798214e-41	1.0	1.0	1.0	1.0	gbM
p5.00_sc00068_p0057	10.0	5.0	49.0	26.0	0.5306122448979592	28.0	0.0	177.0	1.0	0.005649717514124294	91.0	0.0	551.0	4.0	0.007259528130671506			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0058	24.0	4.0	109.0	15.0	0.13761467889908258	71.0	0.0	333.0	2.0	0.006006006006006006	191.0	0.0	986.0	2.0	0.0020283975659229213	0.939973558663169	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0059	16.0	0.0	83.0	0.0	0.0	21.0	0.0	107.0	0.0	0.0	64.0	0.0	337.0	2.0	0.005934718100890208			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0060	8.0	7.0	85.0	69.0	0.8117647058823529	17.0	1.0	154.0	28.0	0.18181818181818185	53.0	1.0	505.0	14.0	0.027722772277227727					0.4562897355536566	1.0	Unclassified
p5.00_sc00068_p0061	28.0	7.0	230.0	62.0	0.26956521739130435	29.0	1.0	220.0	27.0	0.12272727272727273	73.0	1.0	683.0	12.0	0.017569546120058566	0.7195614442753999	1.0	0.8095126099913468	1.0	0.5679776417778731	1.0	Unclassified
p5.00_sc00068_p0062	34.0	4.0	229.0	44.0	0.1921397379912664	46.0	1.0	295.0	13.0	0.04406779661016949	108.0	3.0	777.0	16.0	0.02059202059202059	0.9943462107446498	1.0	0.9279359194993482	1.0	0.12711106277819867	1.0	Unclassified
p5.00_sc00068_p0063	14.0	0.0	113.0	0.0	0.0	13.0	0.0	83.0	0.0	0.0	25.0	0.0	168.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00068_p0064	24.0	1.0	140.0	4.0	0.028571428571428567	23.0	0.0	149.0	0.0	0.0	62.0	0.0	388.0	2.0	0.005154639175257732	0.9996647664874472	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0065	17.0	10.0	102.0	39.0	0.38235294117647056	35.0	0.0	218.0	5.0	0.022935779816513763	85.0	0.0	577.0	3.0	0.005199306759098786			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0066	33.0	22.0	186.0	106.0	0.5698924731182796	66.0	0.0	424.0	1.0	0.0023584905660377358	164.0	0.0	1171.0	1.0	0.0008539709649871902	5.474122733868435e-06	3.6275122229377065e-05	1.0	1.0	1.0	1.0	gbM
p5.00_sc00068_p0067	6.0	6.0	53.0	47.0	0.8867924528301887	25.0	0.0	162.0	5.0	0.0308641975308642	104.0	1.0	668.0	5.0	0.00748502994011976			1.0	1.0	0.6975029144730128	1.0	Unclassified
p5.00_sc00068_p0068	9.0	7.0	64.0	36.0	0.5625	8.0	3.0	65.0	10.0	0.15384615384615385	34.0	0.0	283.0	3.0	0.01060070671378092					1.0	1.0	Unclassified
p5.00_sc00068_p0069	31.0	12.0	127.0	42.0	0.3307086614173229	18.0	3.0	86.0	13.0	0.1511627906976744	46.0	0.0	214.0	0.0	0.0	0.14054122559866955	0.4571852347464519			1.0	1.0	Unclassified
p5.00_sc00068_p0070	82.0	31.0	456.0	152.0	0.3333333333333333	40.0	7.0	220.0	37.0	0.16818181818181818	72.0	0.0	405.0	5.0	0.012345679012345678	0.04041349025569388	0.14524867632347996	0.006034370304565966	0.1396650634259688	1.0	1.0	Unclassified
p5.00_sc00068_p0071	32.0	12.0	168.0	58.0	0.34523809523809523	86.0	0.0	551.0	1.0	0.0018148820326678765	267.0	0.0	1684.0	2.0	0.0011876484560570072	0.16955697317727028	0.5417164913255087	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0072	25.0	0.0	168.0	1.0	0.005952380952380952	28.0	0.0	216.0	0.0	0.0	91.0	0.0	675.0	1.0	0.0014814814814814814	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0073	8.0	4.0	72.0	20.0	0.2777777777777778	11.0	0.0	106.0	0.0	0.0	27.0	0.0	248.0	1.0	0.004032258064516129					1.0	1.0	Unclassified
p5.00_sc00068_p0074	4.0	0.0	42.0	0.0	0.0	11.0	0.0	75.0	1.0	0.013333333333333334	33.0	0.0	251.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00068_p0075	20.0	0.0	185.0	3.0	0.016216216216216217	14.0	0.0	106.0	0.0	0.0	42.0	0.0	239.0	1.0	0.0041841004184100415	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00068_p0076	8.0	0.0	96.0	0.0	0.0	9.0	0.0	91.0	0.0	0.0	41.0	0.0	372.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00068_p0077	13.0	5.0	57.0	23.0	0.4035087719298245	51.0	0.0	260.0	1.0	0.003846153846153847	129.0	1.0	762.0	5.0	0.006561679790026247			1.0	1.0	0.7730686175571074	1.0	Unclassified
p5.00_sc00068_p0078	17.0	16.0	106.0	89.0	0.8396226415094341	72.0	0.0	424.0	3.0	0.007075471698113208	192.0	1.0	1284.0	4.0	0.003115264797507788			1.0	1.0	0.8900155122639495	1.0	Unclassified
p5.00_sc00068_p0079	33.0	0.0	364.0	1.0	0.0027472527472527475	14.0	0.0	174.0	0.0	0.0	5.0	0.0	180.0	1.0	0.005555555555555557	1.0	1.0					Unmethylated
p5.00_sc00068_p0080	53.0	0.0	326.0	0.0	0.0	33.0	0.0	147.0	0.0	0.0	33.0	0.0	197.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0081	19.0	17.0	143.0	115.0	0.8041958041958042	53.0	0.0	365.0	4.0	0.010958904109589041	180.0	0.0	1268.0	2.0	0.0015772870662460567			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0082	32.0	0.0	253.0	0.0	0.0	28.0	0.0	194.0	2.0	0.010309278350515464	50.0	0.0	346.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0083	6.0	1.0	95.0	5.0	0.05263157894736842	1.0	0.0	56.0	0.0	0.0	15.0	0.0	145.0	0.0	0.0							Unmethylated
p5.00_sc00068_p0084	7.0	7.0	36.0	24.0	0.6666666666666666	24.0	0.0	159.0	0.0	0.0	89.0	0.0	575.0	3.0	0.005217391304347826			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0085	8.0	6.0	48.0	22.0	0.4583333333333333	36.0	0.0	210.0	0.0	0.0	126.0	0.0	795.0	3.0	0.0037735849056603774			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0086	20.0	7.0	113.0	30.0	0.26548672566371684	16.0	0.0	102.0	0.0	0.0	32.0	0.0	252.0	0.0	0.0	0.3297147036834487	0.9565293644726942			1.0	1.0	Unclassified
p5.00_sc00068_p0087	11.0	2.0	115.0	43.0	0.3739130434782609	12.0	0.0	99.0	15.0	0.15151515151515152	35.0	0.0	317.0	4.0	0.012618296529968454					1.0	1.0	Unclassified
p5.00_sc00068_p0088	9.0	2.0	204.0	6.0	0.029411764705882363	6.0	0.0	175.0	0.0	0.0	40.0	0.0	479.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00068_p0089	14.0	0.0	99.0	0.0	0.0	9.0	0.0	56.0	0.0	0.0	25.0	0.0	161.0	1.0	0.006211180124223602					1.0	1.0	Unmethylated
p5.00_sc00068_p0090	29.0	9.0	149.0	31.0	0.2080536912751678	33.0	3.0	172.0	11.0	0.06395348837209303	105.0	0.0	517.0	0.0	0.0	0.44262135640531897	1.0	0.2771124173189441	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0091	5.0	0.0	47.0	5.0	0.10638297872340426	6.0	0.0	76.0	0.0	0.0	20.0	0.0	258.0	1.0	0.0038759689922480615					1.0	1.0	Unmethylated
p5.00_sc00068_p0092	4.0	0.0	98.0	0.0	0.0	2.0	0.0	64.0	0.0	0.0	15.0	0.0	281.0	2.0	0.007117437722419929							Unmethylated
p5.00_sc00068_p0093	1.0	1.0	12.0	8.0	0.6666666666666666	7.0	0.0	42.0	0.0	0.0	21.0	0.0	142.0	1.0	0.007042253521126761					1.0	1.0	Unmethylated
p5.00_sc00068_p0094	51.0	41.0	351.0	221.0	0.6296296296296297	105.0	0.0	719.0	2.0	0.0027816411682892906	240.0	0.0	1586.0	5.0	0.0031525851197982345	1.7992433792660383e-14	4.458323198524558e-13	1.0	1.0	1.0	1.0	gbM
p5.00_sc00068_p0095	16.0	0.0	92.0	0.0	0.0	7.0	0.0	75.0	0.0	0.0	7.0	0.0	98.0	0.0	0.0							Unmethylated
p5.00_sc00068_p0096	28.0	21.0	233.0	110.0	0.4721030042918455	92.0	2.0	552.0	9.0	0.016304347826086956	256.0	0.0	1553.0	3.0	0.0019317450096587247	4.169688334887232e-07	3.140022068037446e-06	0.9666921848964896	1.0	1.0	1.0	gbM
p5.00_sc00068_p0097	4.0	0.0	74.0	0.0	0.0	6.0	0.0	54.0	0.0	0.0	7.0	0.0	87.0	2.0	0.02298850574712644							NA
p5.00_sc00068_p0098	19.0	4.0	137.0	20.0	0.145985401459854	25.0	0.0	157.0	1.0	0.006369426751592357	79.0	0.0	549.0	1.0	0.0018214936247723133			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0099	7.0	7.0	36.0	31.0	0.8611111111111112	19.0	0.0	108.0	2.0	0.018518518518518517	46.0	0.0	307.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00068_p0100	9.0	5.0	59.0	34.0	0.576271186440678	24.0	0.0	147.0	2.0	0.013605442176870748	66.0	0.0	427.0	2.0	0.00468384074941452			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0101	6.0	0.0	85.0	1.0	0.011764705882352941	3.0	0.0	55.0	2.0	0.03636363636363636	2.0	0.0	74.0	2.0	0.027027027027027032							NA
p5.00_sc00068_p0102	10.0	5.0	64.0	25.0	0.390625	47.0	0.0	256.0	1.0	0.00390625	96.0	0.0	669.0	2.0	0.002989536621823617			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0103	13.0	0.0	122.0	0.0	0.0	14.0	0.0	113.0	0.0	0.0	21.0	0.0	167.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00068_p0104	9.0	6.0	56.0	28.0	0.5	81.0	0.0	440.0	2.0	0.004545454545454545	193.0	0.0	1076.0	3.0	0.0027881040892193307			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0105	52.0	42.0	294.0	196.0	0.6666666666666666	114.0	0.0	701.0	5.0	0.007132667617689016	364.0	1.0	2073.0	16.0	0.00771828268210323	6.300290117715708e-15	1.707674303386626e-13	1.0	1.0	0.9847761610331224	1.0	gbM
p5.00_sc00068_p0106	2.0	2.0	12.0	11.0	0.9166666666666666	7.0	0.0	54.0	0.0	0.0	12.0	0.0	109.0	0.0	0.0							Unclassified
p5.00_sc00068_p0107	4.0	4.0	42.0	37.0	0.8809523809523809	10.0	0.0	72.0	5.0	0.06944444444444445	35.0	0.0	261.0	7.0	0.02681992337164751					1.0	1.0	Unclassified
p5.00_sc00068_p0108	19.0	17.0	105.0	65.0	0.6190476190476191	41.0	0.0	247.0	2.0	0.008097165991902834	169.0	0.0	873.0	3.0	0.003436426116838488			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00068_p0109																						NA
p5.00_sc00068_p0110	4.0	1.0	24.0	7.0	0.2916666666666667	14.0	0.0	87.0	1.0	0.011494252873563218	23.0	0.0	177.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00068_p0111	7.0	0.0	67.0	1.0	0.01492537313432836	21.0	0.0	131.0	0.0	0.0	79.0	0.0	543.0	1.0	0.001841620626151013			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00068_p0112	2.0	0.0	13.0	1.0	0.07692307692307693	5.0	1.0	29.0	4.0	0.13793103448275862	26.0	1.0	156.0	2.0	0.01282051282051282					0.258381937603528	1.0	Unclassified
p5.00_sc00068_p0113	13.0	11.0	233.0	179.0	0.7682403433476395	16.0	10.0	277.0	97.0	0.35018050541516244	66.0	3.0	1146.0	23.0	0.02006980802792321					0.04013858991410736	1.0	Unclassified
p5.00_sc00068_p0114	3.0	0.0	21.0	0.0	0.0	7.0	0.0	33.0	1.0	0.030303030303030307	15.0	0.0	64.0	0.0	0.0							Unmethylated
p5.00_sc00068_p0115	16.0	8.0	99.0	50.0	0.5050505050505051	12.0	7.0	83.0	35.0	0.42168674698795183	65.0	0.0	451.0	3.0	0.006651884700665189					1.0	1.0	Unclassified
p5.00_sc00089_p0001	27.0	0.0	198.0	0.0	0.0	20.0	0.0	135.0	0.0	0.0	64.0	0.0	446.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00089_p0002						2.0	2.0	53.0	52.0	0.981132075471698	12.0	0.0	172.0	9.0	0.05232558139534884							NA
p5.00_sc00089_p0003	3.0	3.0	28.0	21.0	0.75	14.0	0.0	92.0	5.0	0.05434782608695652	46.0	0.0	313.0	11.0	0.03514376996805112					1.0	1.0	Unclassified
p5.00_sc00089_p0004	1.0	0.0	32.0	7.0	0.21875	9.0	0.0	114.0	1.0	0.008771929824561403	18.0	0.0	322.0	0.0	0.0							Unmethylated
p5.00_sc00089_p0005	9.0	9.0	310.0	300.0	0.967741935483871	5.0	5.0	198.0	153.0	0.7727272727272727	19.0	0.0	449.0	8.0	0.017817371937639197							Unclassified
p5.00_sc00089_p0006	24.0	13.0	131.0	74.0	0.5648854961832062	20.0	8.0	115.0	54.0	0.4695652173913044	47.0	0.0	256.0	5.0	0.01953125	0.006894183562091929	0.028917055968819105	6.2550409601745106e-06	0.00019369834596617968	1.0	1.0	TE-like
p5.00_sc00089_p0007	2.0	0.0	52.0	0.0	0.0	5.0	0.0	42.0	0.0	0.0	37.0	0.0	317.0	1.0	0.003154574132492113					1.0	1.0	Unmethylated
p5.00_sc00089_p0008	8.0	0.0	57.0	0.0	0.0	9.0	0.0	72.0	0.0	0.0	24.0	0.0	206.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00089_p0009	42.0	7.0	222.0	34.0	0.15315315315315314	49.0	0.0	278.0	0.0	0.0	122.0	0.0	753.0	0.0	0.0	0.9734421274898208	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00089_p0010	31.0	17.0	186.0	102.0	0.5483870967741935	116.0	0.0	575.0	3.0	0.005217391304347826	324.0	0.0	1726.0	6.0	0.003476245654692932	0.0017409127962891215	0.0079992492500237	1.0	1.0	1.0	1.0	gbM
p5.00_sc00089_p0011																						NA
p5.00_sc00089_p0012	3.0	0.0	29.0	0.0	0.0	4.0	0.0	36.0	0.0	0.0	6.0	0.0	85.0	1.0	0.011764705882352941							NA
p5.00_sc00089_p0013	24.0	15.0	133.0	76.0	0.5714285714285714	57.0	0.0	354.0	0.0	0.0	135.0	0.0	855.0	3.0	0.003508771929824561	0.0005078367158145528	0.002535131690382755	1.0	1.0	1.0	1.0	gbM
p5.00_sc00089_p0014																						NA
p5.00_sc00089_p0015	13.0	13.0	83.0	67.0	0.8072289156626506	42.0	0.0	293.0	2.0	0.006825938566552901	108.0	0.0	752.0	2.0	0.002659574468085107			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00089_p0016	13.0	13.0	86.0	67.0	0.7790697674418605	42.0	0.0	305.0	2.0	0.006557377049180328	109.0	0.0	776.0	2.0	0.002577319587628866			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00089_p0017	15.0	3.0	104.0	24.0	0.2307692307692308	28.0	0.0	170.0	1.0	0.005882352941176471	53.0	0.0	337.0	2.0	0.005934718100890208			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00089_p0018	1.0	0.0	23.0	0.0	0.0	2.0	0.0	24.0	0.0	0.0	15.0	0.0	107.0	0.0	0.0							NA
p5.00_sc00089_p0019	16.0	13.0	82.0	49.0	0.5975609756097561	31.0	0.0	154.0	0.0	0.0	102.0	0.0	522.0	2.0	0.0038314176245210726			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00089_p0020	6.0	0.0	40.0	0.0	0.0	6.0	0.0	51.0	0.0	0.0	28.0	0.0	233.0	1.0	0.004291845493562232					1.0	1.0	Unmethylated
p5.00_sc00089_p0021	1.0	0.0	19.0	6.0	0.3157894736842105	4.0	2.0	27.0	13.0	0.4814814814814815	29.0	0.0	200.0	9.0	0.045					1.0	1.0	Unclassified
p5.00_sc00089_p0022	15.0	8.0	113.0	52.0	0.4601769911504425	19.0	0.0	158.0	2.0	0.012658227848101266	80.0	0.0	596.0	1.0	0.0016778523489932886					1.0	1.0	Unclassified
p5.00_sc00089_p0023	2.0	0.0	21.0	9.0	0.42857142857142855	15.0	0.0	95.0	1.0	0.010526315789473684	34.0	0.0	241.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00089_p0024	9.0	2.0	39.0	11.0	0.28205128205128205	8.0	0.0	46.0	1.0	0.021739130434782608	27.0	0.0	162.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00089_p0025	7.0	7.0	39.0	39.0	1.0	5.0	0.0	39.0	3.0	0.07692307692307693	46.0	0.0	259.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00089_p0026	34.0	14.0	218.0	87.0	0.3990825688073393	61.0	0.0	366.0	3.0	0.008196721311475409	148.0	0.0	1029.0	4.0	0.003887269193391642	0.0742204421599983	0.2549163219292165	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00089_p0027																						NA
p5.00_sc00089_p0028	3.0	2.0	25.0	12.0	0.48	9.0	0.0	60.0	4.0	0.06666666666666668	27.0	0.0	159.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00089_p0029	26.0	17.0	181.0	118.0	0.6519337016574586	61.0	9.0	416.0	39.0	0.09375	219.0	4.0	1558.0	29.0	0.01861360718870347	9.481956077946914e-05	0.000524616995086407	0.006347826190056646	0.14511727807493505	0.2425390514784805	1.0	gbM
p5.00_sc00089_p0030	11.0	11.0	75.0	50.0	0.6666666666666666	35.0	0.0	210.0	2.0	0.009523809523809523	65.0	0.0	433.0	1.0	0.002309468822170901			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00089_p0031	7.0	0.0	59.0	1.0	0.01694915254237288	5.0	0.0	39.0	2.0	0.05128205128205128	3.0	0.0	60.0	0.0	0.0							NA
p5.00_sc00090_p0001	2.0	0.0	16.0	1.0	0.0625	3.0	1.0	43.0	3.0	0.06976744186046513	25.0	0.0	169.0	3.0	0.017751479289940832					1.0	1.0	Unmethylated
p5.00_sc00090_p0002	6.0	2.0	46.0	24.0	0.5217391304347826	14.0	0.0	129.0	2.0	0.015503875968992246	37.0	0.0	416.0	1.0	0.002403846153846154					1.0	1.0	Unclassified
p5.00_sc00090_p0003	2.0	2.0	38.0	31.0	0.8157894736842105						16.0	1.0	134.0	5.0	0.037313432835820885							NA
p5.00_sc00090_p0004	11.0	10.0	57.0	51.0	0.8947368421052632	10.0	9.0	60.0	46.0	0.7666666666666667	38.0	3.0	212.0	16.0	0.07547169811320754					0.00935058954874342	0.6127029650045218	Unclassified
p5.00_sc00090_p0005	2.0	1.0	11.0	4.0	0.3636363636363637	6.0	0.0	30.0	0.0	0.0	16.0	0.0	103.0	1.0	0.009708737864077669							Unmethylated
p5.00_sc00090_p0006	31.0	26.0	178.0	137.0	0.7696629213483146	33.0	22.0	208.0	99.0	0.4759615384615384	92.0	4.0	574.0	23.0	0.040069686411149816	2.0171200377418614e-10	2.3719341721104523e-09	2.5893262918619702e-20	1.6353716732612974e-18	0.02156452391329023	1.0	TE-like
p5.00_sc00090_p0007						1.0	0.0	22.0	0.0	0.0	7.0	0.0	65.0	1.0	0.015384615384615384							NA
p5.00_sc00090_p0008																						NA
p5.00_sc00090_p0009	10.0	9.0	61.0	52.0	0.8524590163934426	45.0	0.0	270.0	3.0	0.011111111111111113	124.0	0.0	771.0	5.0	0.00648508430609598			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00090_p0010	45.0	2.0	247.0	13.0	0.05263157894736842	27.0	0.0	158.0	1.0	0.006329113924050633	52.0	0.0	335.0	1.0	0.0029850746268656717	0.9999942550707728	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00090_p0011	2.0	0.0	34.0	1.0	0.029411764705882363	7.0	0.0	119.0	1.0	0.008403361344537815	30.0	0.0	316.0	2.0	0.006329113924050633					1.0	1.0	Unmethylated
p5.00_sc00090_p0012	23.0	0.0	163.0	0.0	0.0	15.0	0.0	99.0	0.0	0.0	72.0	0.0	474.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00090_p0013	29.0	2.0	158.0	13.0	0.08227848101265822	18.0	0.0	103.0	0.0	0.0	69.0	0.0	332.0	1.0	0.0030120481927710845	0.9992102963084291	1.0			1.0	1.0	Unclassified
p5.00_sc00090_p0014	9.0	1.0	64.0	6.0	0.09375	16.0	0.0	101.0	1.0	0.0099009900990099	54.0	0.0	325.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00090_p0015	8.0	0.0	76.0	1.0	0.013157894736842105	6.0	0.0	56.0	0.0	0.0	30.0	0.0	249.0	1.0	0.004016064257028112					1.0	1.0	Unmethylated
p5.00_sc00090_p0016	22.0	4.0	138.0	23.0	0.16666666666666666	29.0	0.0	174.0	1.0	0.005747126436781609	74.0	0.0	438.0	1.0	0.00228310502283105	0.907768703450588	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00090_p0017	9.0	7.0	61.0	34.0	0.5573770491803278	12.0	0.0	89.0	0.0	0.0	38.0	0.0	308.0	0.0	0.0					1.0	1.0	Unclassified
