gene:Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
gene:BVRB_2g028090																						NA
gene:BVRB_2g039430	4.0	4.0	16.0	15.0	0.9375	3.0	2.0	20.0	14.0	0.7	5.0	1.0	54.0	8.0	0.14814814814814814							NA
gene:BVRB_2g035460	22.0	22.0	282.0	262.0	0.9290780141843972	31.0	2.0	444.0	8.0	0.01801801801801801	94.0	0.0	1303.0	2.0	0.0015349194167306214	9.032325745108808e-13	3.144195543662618e-12	0.5201623841626115	1.0	1.0	1.0	gbM
gene:BVRB_2g031490	37.0	2.0	433.0	19.0	0.04387990762124711	29.0	0.0	353.0	0.0	0.0	36.0	0.0	394.0	0.0	0.0	0.9999312208929269	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_2g024140						1.0	0.0	28.0	0.0	0.0	1.0	0.0	48.0	0.0	0.0							NA
gene:BVRB_2g027580	12.0	10.0	135.0	117.0	0.8666666666666667	22.0	0.0	246.0	6.0	0.024390243902439025	53.0	0.0	631.0	6.0	0.009508716323296357			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_2g043010						2.0	0.0	27.0	0.0	0.0	1.0	0.0	60.0	0.0	0.0							NA
gene:BVRB_2g041390	22.0	21.0	207.0	189.0	0.9130434782608696	33.0	0.0	292.0	3.0	0.010273972602739724	72.0	0.0	866.0	5.0	0.005773672055427253	5.1126936364983975e-11	1.47062730967844e-10	1.0	1.0	1.0	1.0	gbM
gene:BVRB_2g023630	8.0	8.0	58.0	54.0	0.9310344827586208	13.0	0.0	131.0	5.0	0.03816793893129771	23.0	0.0	231.0	3.0	0.012987012987012988					1.0	1.0	Unclassified
gene:BVRB_2g034330	19.0	15.0	128.0	105.0	0.8203125	24.0	0.0	160.0	0.0	0.0	49.0	0.0	313.0	1.0	0.003194888178913738			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_2g043260	24.0	23.0	188.0	175.0	0.9308510638297872	37.0	0.0	296.0	1.0	0.0033783783783783786	104.0	0.0	984.0	1.0	0.001016260162601626	4.475805222188446e-12	1.4272280414945607e-11	1.0	1.0	1.0	1.0	gbM
gene:BVRB_2g041890	1.0	1.0	17.0	17.0	1.0	1.0	0.0	29.0	0.0	0.0	7.0	0.0	71.0	1.0	0.014084507042253518							NA
gene:BVRB_2g039860	2.0	2.0	25.0	18.0	0.72	1.0	0.0	23.0	18.0	0.7826086956521741	7.0	1.0	121.0	24.0	0.19834710743801653							NA
gene:BVRB_2g026290	3.0	3.0	38.0	33.0	0.8684210526315791	13.0	0.0	92.0	1.0	0.010869565217391304	16.0	0.0	190.0	0.0	0.0							Unclassified
gene:BVRB_2g032830	20.0	10.0	338.0	84.0	0.2485207100591716	18.0	0.0	231.0	0.0	0.0	44.0	0.0	620.0	2.0	0.0032258064516129032	0.033100732354371484	0.05819415214825281			1.0	1.0	Unclassified
gene:BVRB_2g026490						1.0	0.0	9.0	2.0	0.2222222222222222	1.0	0.0	56.0	3.0	0.05357142857142857							NA
gene:BVRB_2g026770																						NA
gene:BVRB_2g042100	4.0	2.0	53.0	24.0	0.4528301886792453	3.0	0.0	41.0	0.0	0.0	15.0	0.0	201.0	0.0	0.0							Unclassified
gene:BVRB_2g033580	6.0	6.0	33.0	33.0	1.0	3.0	0.0	24.0	1.0	0.041666666666666664	4.0	0.0	22.0	0.0	0.0							NA
gene:BVRB_2g036840																						NA
gene:BVRB_2g032280	6.0	2.0	96.0	21.0	0.21875	12.0	0.0	180.0	2.0	0.011111111111111113	26.0	0.0	394.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_2g044210						2.0	0.0	31.0	0.0	0.0	5.0	0.0	97.0	0.0	0.0							NA
gene:BVRB_2g023940	8.0	7.0	57.0	43.0	0.7543859649122807	26.0	0.0	151.0	1.0	0.006622516556291391	43.0	0.0	318.0	2.0	0.006289308176100629			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_2g037430	28.0	28.0	238.0	229.0	0.9621848739495799	57.0	0.0	522.0	3.0	0.005747126436781609	124.0	0.0	1168.0	9.0	0.007705479452054794	4.688324486085012e-16	2.3035726633478014e-15	1.0	1.0	1.0	1.0	gbM
gene:BVRB_2g040570	10.0	8.0	67.0	41.0	0.6119402985074627	10.0	0.0	82.0	1.0	0.012195121951219513	38.0	0.0	338.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_2g028820	9.0	3.0	55.0	15.0	0.2727272727272727	3.0	0.0	23.0	0.0	0.0	15.0	0.0	72.0	0.0	0.0							Unclassified
gene:BVRB_2g033370	12.0	6.0	259.0	78.0	0.3011583011583012	6.0	0.0	73.0	0.0	0.0	25.0	0.0	382.0	1.0	0.002617801047120419					1.0	1.0	Unclassified
gene:BVRB_2g030780	6.0	6.0	31.0	27.0	0.8709677419354839	5.0	0.0	56.0	0.0	0.0	16.0	0.0	140.0	1.0	0.0071428571428571435							Unclassified
gene:BVRB_2g035440																						NA
gene:BVRB_2g039410	3.0	3.0	26.0	26.0	1.0	3.0	3.0	28.0	27.0	0.9642857142857144	7.0	2.0	89.0	20.0	0.2247191011235955							NA
gene:BVRB_2g036030	7.0	6.0	60.0	51.0	0.85	12.0	0.0	99.0	0.0	0.0	27.0	0.0	239.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_2g028390	2.0	2.0	17.0	14.0	0.8235294117647058	2.0	0.0	21.0	0.0	0.0	2.0	0.0	31.0	0.0	0.0							NA
gene:BVRB_2g036040	23.0	17.0	158.0	98.0	0.620253164556962	41.0	0.0	299.0	2.0	0.006688963210702341	95.0	0.0	725.0	2.0	0.0027586206896551718	7.727213738118422e-06	1.6823343358291447e-05	1.0	1.0	1.0	1.0	gbM
gene:BVRB_2g040830	12.0	8.0	171.0	124.0	0.7251461988304093	21.0	2.0	257.0	37.0	0.14396887159533073	53.0	4.0	702.0	40.0	0.056980056980056974			0.32710982237962843	1.0	0.0032013268770637025	0.014384044050368416	TE-like
gene:BVRB_2g023730	12.0	7.0	157.0	97.0	0.6178343949044586	19.0	0.0	183.0	0.0	0.0	84.0	0.0	1381.0	3.0	0.002172338884866039					1.0	1.0	Unclassified
gene:BVRB_2g024420	9.0	9.0	120.0	114.0	0.95	11.0	4.0	146.0	18.0	0.1232876712328767	37.0	0.0	428.0	2.0	0.004672897196261682					1.0	1.0	Unclassified
gene:BVRB_2g025140	17.0	6.0	274.0	114.0	0.4160583941605839	21.0	0.0	345.0	1.0	0.0028985507246376808	45.0	0.0	712.0	1.0	0.001404494382022472			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_2g034420	3.0	3.0	25.0	23.0	0.92	10.0	0.0	99.0	0.0	0.0	29.0	0.0	248.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_2g031500	1.0	0.0	9.0	0.0	0.0	6.0	0.0	37.0	0.0	0.0	9.0	0.0	70.0	0.0	0.0							NA
gene:BVRB_2g026020	22.0	4.0	149.0	22.0	0.1476510067114094	19.0	0.0	168.0	0.0	0.0	36.0	1.0	294.0	2.0	0.006802721088435374	0.907768703450588	1.0			0.33892665819045154	1.0	Unclassified
gene:BVRB_2g032400	7.0	7.0	112.0	108.0	0.9642857142857144	24.0	0.0	171.0	0.0	0.0	48.0	0.0	432.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_2g030510	2.0	2.0	10.0	10.0	1.0	3.0	3.0	18.0	18.0	1.0	4.0	1.0	42.0	11.0	0.2619047619047619							NA
gene:BVRB_2g028910	8.0	8.0	57.0	55.0	0.9649122807017544	12.0	0.0	108.0	1.0	0.009259259259259259	32.0	0.0	265.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_2g038470	4.0	4.0	37.0	31.0	0.8378378378378378	10.0	0.0	91.0	1.0	0.01098901098901099	24.0	0.0	252.0	1.0	0.003968253968253968					1.0	1.0	Unclassified
gene:BVRB_2g037440	28.0	27.0	194.0	182.0	0.9381443298969072	59.0	3.0	488.0	22.0	0.04508196721311476	124.0	0.0	973.0	6.0	0.006166495375128468	3.3647745778209506e-14	1.391930908482688e-13	0.6437242756223926	1.0	1.0	1.0	gbM
gene:BVRB_2g035050	1.0	0.0	7.0	1.0	0.14285714285714285	2.0	0.0	19.0	0.0	0.0	3.0	0.0	19.0	1.0	0.05263157894736842							NA
gene:BVRB_2g034020	14.0	12.0	167.0	117.0	0.7005988023952096	15.0	11.0	157.0	82.0	0.5222929936305732	56.0	19.0	532.0	89.0	0.16729323308270674					3.6004540042926504e-23	3.570715741130352e-22	TE-like
gene:BVRB_2g036650																						NA
gene:BVRB_2g027390	3.0	2.0	18.0	13.0	0.7222222222222222	3.0	0.0	21.0	0.0	0.0	5.0	0.0	52.0	0.0	0.0							NA
gene:BVRB_2g037030																						NA
gene:BVRB_2g025610	3.0	2.0	41.0	37.0	0.902439024390244	2.0	0.0	37.0	0.0	0.0	3.0	0.0	98.0	0.0	0.0							NA
gene:BVRB_2g034750	31.0	28.0	282.0	262.0	0.9290780141843972	18.0	0.0	174.0	2.0	0.011494252873563218	79.0	0.0	822.0	5.0	0.006082725060827251	8.077799162894794e-13	2.9480465008512724e-12			1.0	1.0	gbM
gene:BVRB_2g035620	5.0	5.0	25.0	22.0	0.88	9.0	0.0	69.0	0.0	0.0	20.0	0.0	137.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_2g028880	1.0	1.0	11.0	8.0	0.7272727272727273						4.0	0.0	49.0	1.0	0.020408163265306117							NA
gene:BVRB_2g023810	6.0	6.0	50.0	42.0	0.84	13.0	0.0	108.0	1.0	0.009259259259259259	28.0	0.0	302.0	1.0	0.0033112582781456954					1.0	1.0	Unclassified
gene:BVRB_2g031200	12.0	10.0	95.0	75.0	0.7894736842105263	31.0	0.0	217.0	0.0	0.0	73.0	0.0	543.0	1.0	0.001841620626151013			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_2g032730	1.0	0.0	9.0	5.0	0.5555555555555556	1.0	0.0	15.0	0.0	0.0	5.0	0.0	46.0	0.0	0.0							NA
gene:BVRB_2g035630	29.0	20.0	261.0	167.0	0.6398467432950191	47.0	0.0	481.0	1.0	0.002079002079002079	91.0	0.0	789.0	1.0	0.0012674271229404304	6.707413577301529e-06	1.4800850143709054e-05	1.0	1.0	1.0	1.0	gbM
gene:BVRB_2g042290	1.0	1.0	7.0	5.0	0.7142857142857143	3.0	0.0	41.0	1.0	0.024390243902439025	6.0	0.0	68.0	0.0	0.0							NA
gene:BVRB_013570	3.0	0.0	12.0	0.0	0.0	3.0	0.0	15.0	0.0	0.0	13.0	0.0	65.0	2.0	0.030769230769230767							NA
gene:BVRB_005310	7.0	7.0	62.0	59.0	0.9516129032258064	17.0	0.0	194.0	2.0	0.010309278350515464	39.0	0.0	502.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_005290	50.0	11.0	958.0	190.0	0.1983298538622129	49.0	0.0	806.0	0.0	0.0	114.0	0.0	1580.0	3.0	0.0018987341772151891	0.8774882156032606	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_2g047000	1.0	1.0	31.0	29.0	0.9354838709677421	3.0	3.0	76.0	33.0	0.4342105263157895	22.0	7.0	283.0	46.0	0.1625441696113074					3.741500145632324e-09	2.154847707000578e-08	TE-like
gene:BVRB_2g046990																						NA
gene:BVRB_3g069500																						NA
gene:BVRB_4g096480	3.0	0.0	30.0	0.0	0.0	2.0	0.0	21.0	1.0	0.047619047619047616	4.0	1.0	38.0	3.0	0.07894736842105263							NA
gene:BVRB_4g096440	2.0	1.0	33.0	21.0	0.6363636363636364	1.0	0.0	38.0	0.0	0.0	12.0	0.0	164.0	0.0	0.0							NA
gene:BVRB_4g096520	14.0	13.0	117.0	103.0	0.8803418803418803	15.0	4.0	133.0	51.0	0.3834586466165413	50.0	4.0	445.0	27.0	0.060674157303370786					0.002586771193201468	0.011685219686319566	TE-like
gene:BVRB_001540	54.0	52.0	422.0	390.0	0.9241706161137441	95.0	6.0	848.0	32.0	0.03773584905660377	228.0	2.0	1948.0	19.0	0.009753593429158113	2.53780477051106e-26	2.906678434433416e-25	0.4343349555671357	1.0	0.7356029192861469	1.0	gbM
gene:BVRB_005560	4.0	2.0	26.0	19.0	0.7307692307692307	4.0	0.0	36.0	1.0	0.027777777777777776	15.0	0.0	109.0	0.0	0.0							Unclassified
gene:BVRB_005610	14.0	7.0	225.0	71.0	0.31555555555555553	6.0	3.0	73.0	23.0	0.3150684931506849	17.0	4.0	295.0	34.0	0.1152542372881356							Unclassified
gene:BVRB_005630						1.0	0.0	19.0	0.0	0.0	4.0	0.0	58.0	0.0	0.0							NA
gene:BVRB_006340						2.0	0.0	24.0	1.0	0.041666666666666664	6.0	0.0	68.0	0.0	0.0							NA
gene:BVRB_010530	11.0	0.0	92.0	0.0	0.0	10.0	0.0	81.0	0.0	0.0	41.0	0.0	416.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_014150																						NA
gene:BVRB_012500	5.0	0.0	21.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	11.0	0.0	44.0	0.0	0.0							NA
gene:BVRB_013420																						NA
gene:BVRB_001660	7.0	7.0	93.0	74.0	0.7956989247311828	19.0	0.0	202.0	6.0	0.0297029702970297	32.0	0.0	382.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_001800	6.0	1.0	39.0	6.0	0.15384615384615385	6.0	0.0	46.0	1.0	0.021739130434782608	21.0	0.0	153.0	3.0	0.0196078431372549					1.0	1.0	Unmethylated
gene:BVRB_5g126480	4.0	0.0	29.0	1.0	0.03448275862068965	2.0	0.0	18.0	0.0	0.0	14.0	0.0	92.0	0.0	0.0							Unmethylated
gene:BVRB_014390																						NA
gene:BVRB_7g179700	2.0	2.0	12.0	9.0	0.75	3.0	2.0	14.0	8.0	0.5714285714285714	19.0	3.0	102.0	12.0	0.1176470588235294							Unclassified
gene:BVRB_7g179710											2.0	0.0	11.0	2.0	0.18181818181818185							NA
gene:BVRB_5g125190	2.0	2.0	16.0	13.0	0.8125	8.0	0.0	50.0	0.0	0.0	11.0	0.0	109.0	0.0	0.0							Unclassified
gene:BVRB_5g125130	5.0	1.0	56.0	21.0	0.375	17.0	0.0	137.0	3.0	0.021897810218978103	43.0	0.0	349.0	3.0	0.008595988538681949					1.0	1.0	Unmethylated
gene:BVRB_009530	3.0	2.0	39.0	33.0	0.8461538461538461	13.0	0.0	131.0	0.0	0.0	23.0	0.0	345.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_009570	16.0	5.0	114.0	46.0	0.4035087719298245	22.0	0.0	148.0	0.0	0.0	49.0	0.0	330.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_008360	22.0	22.0	213.0	205.0	0.9624413145539906	43.0	0.0	526.0	3.0	0.005703422053231939	77.0	0.0	1031.0	5.0	0.004849660523763337	9.032325745108808e-13	3.144195543662618e-12	1.0	1.0	1.0	1.0	gbM
gene:BVRB_012880	3.0	3.0	33.0	30.0	0.9090909090909092	7.0	0.0	70.0	0.0	0.0	24.0	0.0	171.0	1.0	0.005847953216374269					1.0	1.0	Unclassified
gene:BVRB_5g123130	9.0	9.0	79.0	73.0	0.9240506329113924	20.0	0.0	198.0	1.0	0.005050505050505051	35.0	0.0	320.0	2.0	0.00625			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_5g122950																						NA
gene:BVRB_7g180090	8.0	1.0	40.0	12.0	0.3	14.0	0.0	58.0	1.0	0.017241379310344827	29.0	0.0	165.0	2.0	0.01212121212121212					1.0	1.0	Unmethylated
gene:BVRB_004710																						NA
gene:BVRB_004750	28.0	24.0	184.0	154.0	0.8369565217391305	55.0	0.0	397.0	0.0	0.0	82.0	0.0	681.0	4.0	0.005873715124816446	4.176945257562754e-10	1.147240374983658e-09	1.0	1.0	1.0	1.0	gbM
gene:BVRB_004770	29.0	16.0	189.0	126.0	0.6666666666666666	33.0	0.0	249.0	2.0	0.008032128514056224	97.0	0.0	744.0	0.0	0.0	0.00217663059387518	0.004194643696933818	1.0	1.0	1.0	1.0	gbM
gene:BVRB_003030	7.0	0.0	54.0	25.0	0.46296296296296297	4.0	0.0	59.0	8.0	0.13559322033898305	17.0	0.0	181.0	5.0	0.027624309392265192							Unmethylated
gene:BVRB_014300											6.0	1.0	232.0	5.0	0.02155172413793104							NA
gene:BVRB_5g125080	11.0	11.0	102.0	99.0	0.9705882352941176	21.0	0.0	177.0	12.0	0.06779661016949153	49.0	1.0	439.0	14.0	0.03189066059225513			1.0	1.0	0.4307018222944673	1.0	Unclassified
gene:BVRB_019110						4.0	0.0	20.0	0.0	0.0	2.0	0.0	20.0	0.0	0.0							NA
gene:BVRB_012050	7.0	0.0	45.0	0.0	0.0	2.0	0.0	23.0	0.0	0.0	9.0	0.0	79.0	0.0	0.0							NA
gene:BVRB_012060	7.0	2.0	71.0	17.0	0.23943661971830985	11.0	0.0	94.0	0.0	0.0	33.0	0.0	248.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g022150	18.0	0.0	216.0	2.0	0.009259259259259259	12.0	3.0	112.0	15.0	0.13392857142857142	36.0	1.0	329.0	11.0	0.03343465045592705					0.33892665819045154	1.0	Unclassified
gene:BVRB_1g022000	6.0	6.0	72.0	65.0	0.9027777777777778	9.0	0.0	116.0	0.0	0.0	28.0	0.0	334.0	2.0	0.0059880239520958105					1.0	1.0	Unclassified
gene:BVRB_1g022220	4.0	4.0	24.0	23.0	0.9583333333333334	6.0	0.0	60.0	0.0	0.0	15.0	0.0	108.0	0.0	0.0							Unclassified
gene:BVRB_1g021890	6.0	6.0	65.0	46.0	0.7076923076923077	9.0	0.0	95.0	2.0	0.021052631578947368	16.0	0.0	208.0	0.0	0.0							Unclassified
gene:BVRB_1g022030	18.0	10.0	116.0	57.0	0.4913793103448276	11.0	0.0	86.0	1.0	0.011627906976744186	32.0	1.0	279.0	4.0	0.014336917562724013					0.3078154424671101	1.0	Unclassified
gene:BVRB_4g092590	11.0	2.0	90.0	15.0	0.16666666666666666	12.0	0.0	66.0	0.0	0.0	45.0	0.0	339.0	1.0	0.002949852507374631					1.0	1.0	Unclassified
gene:BVRB_4g092220	38.0	26.0	194.0	125.0	0.6443298969072165	29.0	1.0	214.0	7.0	0.032710280373831765	66.0	0.0	503.0	0.0	0.0	3.491676122545987e-07	8.19157273338587e-07	0.8095126099913468	1.0	1.0	1.0	gbM
gene:BVRB_4g091500	8.0	3.0	46.0	16.0	0.3478260869565217	5.0	0.0	33.0	2.0	0.060606060606060615	13.0	0.0	90.0	0.0	0.0							Unclassified
gene:BVRB_4g091770																						NA
gene:BVRB_4g092110	14.0	0.0	94.0	1.0	0.010638297872340424	8.0	0.0	66.0	0.0	0.0	20.0	0.0	272.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_4g092160	33.0	18.0	360.0	154.0	0.42777777777777776	57.0	0.0	592.0	0.0	0.0	86.0	0.0	815.0	3.0	0.003680981595092025	0.0013926978328139105	0.0027024651377422445	1.0	1.0	1.0	1.0	gbM
gene:BVRB_4g092230	1.0	1.0	9.0	5.0	0.5555555555555556	5.0	0.0	39.0	0.0	0.0	8.0	0.0	86.0	0.0	0.0							NA
gene:BVRB_4g091400	5.0	0.0	26.0	0.0	0.0	4.0	0.0	21.0	1.0	0.047619047619047616	9.0	0.0	39.0	0.0	0.0							NA
gene:BVRB_5g124830	6.0	5.0	57.0	48.0	0.8421052631578947	19.0	0.0	150.0	0.0	0.0	42.0	0.0	330.0	2.0	0.006060606060606061					1.0	1.0	Unclassified
gene:BVRB_6g155550																						NA
gene:BVRB_6g155620																						NA
gene:BVRB_7g179380	17.0	17.0	136.0	136.0	1.0	18.0	0.0	233.0	1.0	0.004291845493562232	49.0	0.0	654.0	7.0	0.010703363914373088					1.0	1.0	Unclassified
gene:BVRB_018430	1.0	1.0	5.0	5.0	1.0						9.0	4.0	62.0	24.0	0.3870967741935484							NA
gene:BVRB_2g046910	10.0	10.0	101.0	100.0	0.99009900990099	9.0	8.0	81.0	49.0	0.6049382716049383	34.0	5.0	255.0	35.0	0.13725490196078433					4.119199459209306e-05	0.0002018032580234854	TE-like
gene:BVRB_2g046560																						NA
gene:BVRB_2g046690																						NA
gene:BVRB_2g046830	6.0	5.0	20.0	14.0	0.7	4.0	0.0	14.0	0.0	0.0	5.0	0.0	17.0	0.0	0.0							NA
gene:BVRB_2g046540	6.0	6.0	71.0	69.0	0.9718309859154928	5.0	5.0	49.0	42.0	0.8571428571428571	16.0	8.0	155.0	39.0	0.25161290322580643							Unclassified
gene:BVRB_2g047300	11.0	11.0	104.0	102.0	0.9807692307692308	11.0	11.0	146.0	133.0	0.9109589041095892	33.0	11.0	375.0	52.0	0.13866666666666666					6.686125702442659e-14	4.690402631530981e-13	TE-like
gene:BVRB_003230	22.0	16.0	216.0	156.0	0.7222222222222222	19.0	0.0	150.0	2.0	0.013333333333333334	55.0	0.0	530.0	1.0	0.0018867924528301887	2.0315183467380622e-05	4.341834204142176e-05			1.0	1.0	gbM
gene:BVRB_003200	28.0	4.0	348.0	14.0	0.040229885057471264	18.0	2.0	223.0	5.0	0.02242152466367713	62.0	4.0	662.0	13.0	0.019637462235649543	0.9757769006988132	1.0			0.005624713809004053	0.024841100592278	TE-like
gene:BVRB_003390	3.0	3.0	24.0	19.0	0.7916666666666666	12.0	2.0	48.0	8.0	0.16666666666666666	30.0	3.0	327.0	30.0	0.09174311926605504					0.004815046449459001	0.021370542789546088	TE-like
gene:BVRB_003440	2.0	0.0	21.0	7.0	0.3333333333333333	6.0	0.0	42.0	0.0	0.0	11.0	0.0	106.0	0.0	0.0							NA
gene:BVRB_012920	1.0	0.0	9.0	0.0	0.0	5.0	0.0	36.0	0.0	0.0	8.0	0.0	74.0	0.0	0.0							NA
gene:BVRB_017250	3.0	0.0	22.0	0.0	0.0	4.0	0.0	17.0	0.0	0.0	3.0	0.0	22.0	0.0	0.0							NA
gene:BVRB_2g045680	14.0	14.0	131.0	130.0	0.9923664122137404	10.0	0.0	147.0	4.0	0.027210884353741496	32.0	0.0	327.0	4.0	0.012232415902140671					1.0	1.0	Unclassified
gene:BVRB_002650																						NA
gene:BVRB_015890																						NA
gene:BVRB_013090	1.0	0.0	8.0	1.0	0.125	4.0	0.0	21.0	0.0	0.0	9.0	0.0	76.0	2.0	0.02631578947368421							NA
gene:BVRB_5g126840	15.0	13.0	116.0	97.0	0.8362068965517241	19.0	0.0	144.0	3.0	0.020833333333333332	50.0	0.0	430.0	2.0	0.004651162790697674					1.0	1.0	Unclassified
gene:BVRB_5g126820	1.0	1.0	4.0	3.0	0.75																	NA
gene:BVRB_5g126810						1.0	0.0	36.0	0.0	0.0	4.0	0.0	82.0	0.0	0.0							NA
gene:BVRB_5g126940	3.0	2.0	45.0	39.0	0.8666666666666667	12.0	0.0	123.0	0.0	0.0	20.0	0.0	241.0	1.0	0.004149377593360996					1.0	1.0	Unclassified
gene:BVRB_5g126860	7.0	2.0	85.0	33.0	0.3882352941176471	12.0	0.0	186.0	0.0	0.0	21.0	0.0	296.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g221770	3.0	3.0	14.0	13.0	0.9285714285714286	5.0	0.0	26.0	1.0	0.038461538461538464	10.0	0.0	66.0	0.0	0.0							NA
gene:BVRB_9g203780	2.0	1.0	14.0	9.0	0.6428571428571429	6.0	0.0	50.0	0.0	0.0	8.0	0.0	84.0	0.0	0.0							NA
gene:BVRB_9g223040	3.0	1.0	18.0	2.0	0.1111111111111111	11.0	0.0	80.0	1.0	0.0125	14.0	0.0	96.0	0.0	0.0							Unmethylated
gene:BVRB_9g224370	1.0	0.0	10.0	0.0	0.0	7.0	0.0	47.0	0.0	0.0	17.0	0.0	128.0	0.0	0.0							Unmethylated
gene:BVRB_9g222110	25.0	18.0	243.0	185.0	0.7613168724279835	43.0	0.0	321.0	3.0	0.009345794392523364	97.0	0.0	845.0	2.0	0.0023668639053254447	7.591847942259987e-06	1.6593000413827428e-05	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g222360																						NA
gene:BVRB_9g215660	21.0	19.0	149.0	135.0	0.9060402684563761	26.0	0.0	199.0	1.0	0.005025125628140704	111.0	0.0	807.0	2.0	0.0024783147459727386	4.4465022203457845e-09	1.1423846752271905e-08	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g213760	4.0	0.0	32.0	0.0	0.0	10.0	0.0	65.0	1.0	0.015384615384615384	13.0	0.0	120.0	0.0	0.0							Unmethylated
gene:BVRB_9g216800	41.0	5.0	277.0	53.0	0.19133574007220214	18.0	0.0	181.0	2.0	0.011049723756906077	53.0	0.0	335.0	1.0	0.0029850746268656717	0.99618940637775	1.0			1.0	1.0	Unclassified
gene:BVRB_9g223640	4.0	4.0	33.0	18.0	0.5454545454545454	3.0	0.0	34.0	0.0	0.0	7.0	0.0	71.0	0.0	0.0							NA
gene:BVRB_9g216200	7.0	7.0	58.0	58.0	1.0	12.0	0.0	120.0	0.0	0.0	49.0	0.0	422.0	3.0	0.007109004739336493					1.0	1.0	Unclassified
gene:BVRB_9g219740	8.0	6.0	69.0	43.0	0.6231884057971014	12.0	0.0	87.0	0.0	0.0	31.0	0.0	280.0	1.0	0.0035714285714285718					1.0	1.0	Unclassified
gene:BVRB_9g207780	1.0	1.0	24.0	23.0	0.9583333333333334	3.0	0.0	56.0	2.0	0.03571428571428571	3.0	0.0	171.0	0.0	0.0							NA
gene:BVRB_9g209520																						NA
gene:BVRB_9g209490	1.0	1.0	47.0	16.0	0.3404255319148936						5.0	0.0	178.0	0.0	0.0							NA
gene:BVRB_9g203720	3.0	3.0	15.0	14.0	0.9333333333333332	3.0	3.0	24.0	20.0	0.8333333333333334	7.0	5.0	49.0	26.0	0.5306122448979592							NA
gene:BVRB_9g203290																						NA
gene:BVRB_9g207770	5.0	5.0	36.0	32.0	0.8888888888888888	8.0	0.0	65.0	0.0	0.0	16.0	0.0	169.0	1.0	0.005917159763313609							Unclassified
gene:BVRB_9g202910	9.0	2.0	55.0	10.0	0.18181818181818185	14.0	0.0	108.0	7.0	0.06481481481481481	20.0	0.0	239.0	1.0	0.0041841004184100415					1.0	1.0	Unclassified
gene:BVRB_9g220750	9.0	2.0	54.0	19.0	0.35185185185185186	15.0	0.0	88.0	0.0	0.0	31.0	0.0	180.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g207370	1.0	0.0	26.0	6.0	0.2307692307692308	2.0	0.0	43.0	0.0	0.0	7.0	0.0	194.0	0.0	0.0							NA
gene:BVRB_9g211820	4.0	4.0	25.0	24.0	0.96	9.0	0.0	57.0	0.0	0.0	12.0	0.0	84.0	0.0	0.0							Unclassified
gene:BVRB_9g207330	7.0	7.0	59.0	52.0	0.8813559322033898	8.0	0.0	112.0	1.0	0.008928571428571428	21.0	0.0	291.0	2.0	0.006872852233676976					1.0	1.0	Unclassified
gene:BVRB_9g208890	4.0	0.0	33.0	0.0	0.0						15.0	0.0	81.0	0.0	0.0							NA
gene:BVRB_9g221090						2.0	0.0	36.0	0.0	0.0	6.0	0.0	147.0	2.0	0.013605442176870748							NA
gene:BVRB_9g210520	3.0	0.0	34.0	1.0	0.029411764705882363	10.0	0.0	94.0	0.0	0.0	11.0	0.0	139.0	0.0	0.0							Unmethylated
gene:BVRB_9g213070																						NA
