Transposed,Parent,speciesCount,Atrichopoda,Nnucifera,Acoerulea,Spolyrhiza,Closest
AT5G05657,AT5G06330,1,0,0,0,0,Alyrata_AL6G36420
AT5G05657,AT5G06330,1,0,0,0,0,Alyrata_AL6G16390
AT5G05810,AT4G28890,1,1,1,1,1,Alyrata_AL6G15710
AT5G06080,AT3G58190,1,0,2,1,1,Alyrata_AL6G16030
AT5G06080,AT3G58190,1,0,2,1,1,Crubella_Carub.0006s0495
AT5G06170,AT1G71880,4,0,0,0,0,Alyrata_AL6G16140
AT5G06170,AT1G71880,4,0,0,0,0,Alyrata_AL2G24380
AT5G06540,AT5G40405,15,0,40,38,33,Alyrata_AL6G16630
AT5G06710,AT4G37790,1,2,4,1,1,Alyrata_AL6G16810
AT5G06740,AT5G65600,4,2,4,1,1,Alyrata_AL6G16830
AT5G06790,AT3G57950,1,0,0,0,0,Alyrata_AL6G16900
AT5G06990,AT4G39610,1,0,1,1,1,Crubella_Carub.0006s0592
AT5G07040,AT5G06490,4,2,3,1,2,Alyrata_AL6G17190
AT5G07050,AT2G40900,1,1,1,1,2,Alyrata_AL6G17210
AT5G07060,AT1G07360,0,0,0,0,0,Unknown
AT5G07070,AT5G58380,1,0,0,0,0,Alyrata_AL6G17240
AT5G07100,AT2G30250,1,0,0,0,0,Alyrata_AL6G17280
AT5G07110,AT5G05380,1,0,0,0,0,Alyrata_AL6G17290
AT5G07130,AT2G30210,1,0,0,0,0,Alyrata_AL6G17310
AT5G07160,AT3G58120,1,1,1,1,0,Alyrata_AL6G17350
AT5G07200,AT5G51810,2,0,0,0,0,Alyrata_AL6G17420
AT5G07440,AT5G18170,1,1,2,1,1,Alyrata_AL6G17740
AT5G07480,AT3G60290,1,0,0,1,0,Alyrata_AL6G17792
AT5G07480,AT3G60290,1,0,0,1,0,Boleracea_Bo9g175540
AT5G07480,AT3G60290,1,0,0,1,0,Crubella_Carub.0006s0647
AT5G07500,AT4G29190,3,2,2,3,2,Alyrata_AL6G17800
AT5G07550,AT3G01570,1,0,0,0,0,Alyrata_AL6G17860
AT5G07640,AT5G60250,1,0,0,0,0,Cviolacea_Clevi.0004s0134
AT5G07640,AT5G60250,1,0,0,0,0,Crubella_Carub.0004s2184
AT5G07640,AT5G60250,1,0,0,0,0,Alyrata_AL6G19590
AT5G07640,AT5G60250,1,0,0,0,0,Alyrata_AL5G25970
AT5G07640,AT5G60250,1,0,0,0,0,Brapa_Brara.F01844
AT5G07640,AT5G60250,1,0,0,0,0,Boleracea_Bo3g129940
AT5G07640,AT5G60250,1,0,0,0,0,Esalsugineum_Thhalv10002469m.g
AT5G07640,AT5G60250,1,0,0,0,0,Alyrata_AL5G24010
AT5G07640,AT5G60250,1,0,0,0,0,Crubella_Carub.0005s1128
AT5G07720,AT1G74380,1,0,0,0,0,Alyrata_AL6G18090
AT5G07900,AT5G64950,2,27,15,25,9,Alyrata_AL6G18230
AT5G08080,AT3G03800,1,0,0,0,0,Alyrata_AL6G18460
AT5G08130,AT1G69010,1,0,2,1,0,Alyrata_AL6G18510
AT5G08460,AT1G71250,1,0,0,2,0,Alyrata_AL6G19120
AT5G08460,AT1G71250,1,0,0,2,0,Alyrata_AL6G18930
AT5G08480,AT2G33780,1,1,1,1,1,Crubella_Carub.0006s0740
AT5G08480,AT2G33780,1,1,1,1,1,Esalsugineum_Thhalv10015866m.g
AT5G08480,AT2G33780,1,1,1,1,1,Alyrata_AL6G18950
AT5G08590,AT1G60940,2,0,0,0,0,Alyrata_AL6G19320
AT5G09280,AT1G11920,1,1,2,3,1,Esalsugineum_Thhalv10015832m.g
AT5G09400,AT1G60160,2,1,1,1,1,Crubella_Carub.0006s0795
AT5G09400,AT1G60160,2,1,1,1,1,Alyrata_AL6G19790
AT5G09430,AT1G17430,3,1,1,1,1,Alyrata_AL6G19820
AT5G09430,AT1G17430,3,1,1,1,1,Crubella_Carub.0006s0798
AT5G09550,AT3G59920,1,1,2,1,1,Alyrata_AL6G19950
AT5G09590,AT4G37910,1,0,0,0,0,Alyrata_AL6G20000
AT5G09630,AT2G22690,1,0,0,0,0,Alyrata_AL6G20050
AT5G09750,AT5G67060,2,1,1,1,1,Alyrata_AL6G20150
AT5G09810,AT2G37620,6,3,5,1,3,Alyrata_AL6G20220
AT5G09890,AT1G03920,1,0,2,1,0,Alyrata_AL6G20310
AT5G09950,AT4G13650,1,1,1,1,1,Alyrata_AL6G20370
AT5G09950,AT4G13650,1,1,1,1,1,Crubella_Carub.0006s0839
AT5G10130,AT4G08685,1,0,0,0,0,Alyrata_AL6G20620
AT5G10190,AT1G78130,1,0,0,0,0,Alyrata_AL6G20680
AT5G10300,AT2G23550,2,0,0,1,1,Alyrata_AL6G20800
AT5G10340,AT1G13200,7,0,0,0,0,Alyrata_AL6G20830
AT5G10380,AT5G17600,3,1,2,1,2,Alyrata_AL6G20880
AT5G10695,AT5G57123,1,0,0,0,0,Crubella_Carub.0006s0916
AT5G10730,AT1G32220,2,1,1,1,1,Alyrata_AL6G21270
AT5G10870,AT1G69370,1,1,1,1,1,Alyrata_AL6G21440
AT5G10950,AT1G80810,1,0,0,4,0,Alyrata_AL6G21540
AT5G10960,AT1G80780,2,0,0,0,0,Alyrata_AL6G21550
AT5G10980,AT5G10390,7,0,5,8,4,Spolyrhiza_Spipo0G0185900
AT5G10980,AT5G10390,7,0,5,8,4,Sbicolor_Sobic.001G350501
AT5G10980,AT5G10390,7,0,5,8,4,Mesculenta_Manes.02G102400
AT5G10980,AT5G10390,7,0,5,8,4,Sitalica_Seita.1G204100
AT5G10990,AT1G75590,2,0,0,0,0,Alyrata_AL6G21590
AT5G11130,AT5G20260,1,0,0,0,0,Alyrata_AL6G21750
AT5G11140,AT4G38550,3,0,0,0,0,Alyrata_AL6G21760
AT5G11160,AT4G12440,2,0,2,1,4,Alyrata_AL6G21780
AT5G11250,AT5G18350,15,0,0,0,0,Alyrata_AL6G21880
AT5G11290,AT2G36430,2,33,4,10,3,Alyrata_AL6G21920
AT5G11300,AT5G25380,1,0,0,0,0,Alyrata_AL6G21940
AT5G11350,AT3G18500,1,1,1,1,3,Alyrata_AL6G22000
AT5G11370,AT5G62970,2,0,0,0,0,Athaliana_AT4G15075
AT5G11390,AT1G68910,1,0,0,0,0,Alyrata_AL6G22030
AT5G11412,AT1G76460,8,2,5,1,3,Alyrata_AL6G22060
AT5G11750,AT4G17560,3,1,2,1,1,Athaliana_AT1G24240
AT5G11750,AT4G17560,3,1,2,1,1,Athaliana_AT4G11630
AT5G11850,AT1G18160,1,1,1,1,0,Alyrata_AL6G22610
AT5G11920,AT1G55120,1,0,1,0,0,Alyrata_AL6G22680
AT5G11940,AT1G32940,9,1,0,0,3,Alyrata_AL6G22700
AT5G12050,AT3G13980,2,0,0,0,2,Crubella_Carub.0006s1057
AT5G12250,AT5G23860,5,5,4,7,4,Alyrata_AL6G23060
AT5G12270,AT3G13610,1,2,0,0,0,Alyrata_AL6G23080
AT5G12300,AT5G55530,2,1,2,1,0,Alyrata_AL6G23100
AT5G12330,AT1G19790,2,1,2,1,2,Alyrata_AL6G23130
AT5G12350,AT1G69710,2,2,2,1,1,Alyrata_AL6G23150
AT5G12380,AT5G65020,1,1,2,2,1,Alyrata_AL6G23180
AT5G12400,AT5G22760,1,1,1,1,1,Alyrata_AL6G23200
AT5G12420,AT5G53380,2,0,0,0,0,Alyrata_AL6G23220
AT5G12440,AT3G21100,1,0,0,0,0,Alyrata_AL6G23260
AT5G12460,AT5G41460,1,1,2,1,0,Alyrata_AL6G23310
AT5G12460,AT5G41460,1,1,2,1,0,Alyrata_AL6G23360
AT5G12480,AT3G57530,2,0,0,0,0,Alyrata_AL6G23380
AT5G12850,AT2G41900,1,0,0,0,0,Alyrata_AL6G23400
AT5G12870,AT1G09540,5,3,7,4,0,Alyrata_AL6G23430
AT5G12910,AT5G10390,7,0,5,8,4,Alyrata_AL6G23470
AT5G12940,AT3G20820,1,0,0,0,0,Alyrata_AL6G23510
AT5G12970,AT3G57880,1,0,0,0,0,Alyrata_AL6G23560
AT5G13000,AT1G05570,1,2,0,1,0,Alyrata_AL6G23590
AT5G13020,AT3G12140,1,0,0,0,1,Alyrata_AL6G23610
AT5G13060,AT5G19330,1,0,0,0,1,Alyrata_AL6G23660
AT5G13080,AT1G64000,2,0,2,1,1,Alyrata_AL6G23680
AT5G13090,AT1G12020,2,1,3,2,3,Alyrata_AL6G23690
AT5G13110,AT1G09420,3,2,2,3,2,Alyrata_AL6G23710
AT5G13120,AT2G29960,3,3,3,3,2,Alyrata_AL6G23720
AT5G13130,AT4G24970,1,0,0,0,0,Alyrata_AL6G23730
AT5G13140,AT3G26960,1,0,0,0,0,Alyrata_AL6G23740
AT5G13160,AT5G02800,2,1,3,2,1,Alyrata_AL6G23760
AT5G13170,AT5G23660,1,0,0,0,0,Alyrata_AL6G23770
AT5G13230,AT4G13650,3,3,4,3,4,Crubella_Carub.0006s1140
AT5G13270,AT4G13650,10,5,16,14,13,Alyrata_AL6G23890
AT5G13280,AT3G02020,1,0,0,1,1,Alyrata_AL6G23900
AT5G13330,AT5G61890,1,0,2,1,0,Alyrata_AL6G23950
AT5G13500,AT5G25265,1,1,2,2,1,Alyrata_AL6G24120
AT5G13580,AT2G39350,1,0,0,0,0,Alyrata_AL6G24190
AT5G13600,AT1G30440,2,1,1,2,1,Alyrata_AL6G24210
AT5G13610,AT1G69380,1,1,1,1,1,Alyrata_AL6G24220
AT5G13670,AT2G39510,1,0,0,0,0,Alyrata_AL6G24280
AT5G13720,AT4G19390,1,1,1,1,1,Alyrata_AL6G24330
AT5G13790,AT2G45660,13,7,5,6,3,Alyrata_AL6G24410
AT5G13810,AT3G57070,1,0,0,1,0,Crubella_Carub.0006s1199
AT5G13820,AT3G46590,2,0,0,0,0,Alyrata_AL6G24440
AT5G13840,AT4G11920,1,1,1,1,1,Esalsugineum_Thhalv10013409m.g
AT5G13850,AT4G10480,2,0,2,2,0,Brapa_Brara.E02852
AT5G13850,AT4G10480,2,0,2,2,0,Boleracea_Bo5g133450
AT5G13850,AT4G10480,2,0,2,2,0,Boleracea_Bo3g064900
AT5G13850,AT4G10480,2,0,2,2,0,Brapa_Brara.C03410
AT5G13850,AT4G10480,2,0,2,2,0,Boleracea_Bo1g139320
AT5G13850,AT4G10480,2,0,2,2,0,Brapa_Brara.A03346
AT5G13850,AT4G10480,2,0,2,2,0,Brapa_Brara.J02058
AT5G13870,AT3G25050,2,1,2,3,1,Alyrata_AL6G24510
AT5G13910,AT5G18560,2,1,2,2,1,Alyrata_AL6G24560
AT5G14130,AT4G37520,3,2,4,1,2,Alyrata_AL6G24800
AT5G14280,AT1G61730,3,0,0,0,5,Brapa_Brara.E01379
AT5G14280,AT1G61730,3,0,0,0,5,Boleracea_Bo6g057560
AT5G14340,AT4G22680,1,3,2,2,1,Alyrata_AL6G25040
AT5G14345,AT1G48940,1,1,1,1,1,Alyrata_AL6G25050
AT5G14370,AT5G57180,2,1,3,2,1,Alyrata_AL6G25080
AT5G14430,AT4G14360,1,1,1,1,1,Alyrata_AL6G25160
AT5G14570,AT3G45060,2,1,2,2,2,Alyrata_AL6G25330
AT5G14602,AT5G18150,1,0,0,0,0,Alyrata_AL6G25370
AT5G14750,AT5G40330,1,0,0,0,0,Crubella_Carub.0006s1292
AT5G14900,AT3G62310,1,0,0,0,0,Fvesca_FvH4_2g20610
AT5G14900,AT3G62310,1,0,0,0,0,Mdomestica_MD13G1065100
AT5G15230,AT1G74670,1,0,0,0,0,Alyrata_AL6G26080
AT5G15250,AT2G30950,1,0,1,2,1,Alyrata_AL6G26110
AT5G15270,AT1G14170,1,0,0,0,0,Alyrata_AL6G26140
AT5G15290,AT1G14160,1,1,2,1,0,Alyrata_AL6G26160
AT5G15380,AT5G14620,1,0,0,0,0,Alyrata_AL6G26240
AT5G15430,AT5G61260,2,2,2,1,2,Alyrata_AL6G26280
AT5G15490,AT3G29360,1,0,0,0,0,Alyrata_AL6G26340
AT5G15620,AT2G42730,8,0,1,20,0,Athaliana_AT3G62430
AT5G15720,AT4G18970,3,2,3,4,2,Alyrata_AL6G26550
AT5G15910,AT1G32220,2,1,1,1,1,Alyrata_AL6G26790
AT5G16000,AT2G23950,9,4,8,6,5,Alyrata_AL6G26870
AT5G16190,AT5G22740,6,1,1,1,9,Alyrata_AL6G27070
AT5G16285,AT1G13200,2,0,0,0,0,Alyrata_AL1G43860
AT5G16285,AT1G13200,2,0,0,0,0,Alyrata_AL6G27180
AT5G16350,AT5G53380,2,0,0,0,0,Alyrata_AL6G27270
AT5G16380,AT5G54530,3,1,1,2,1,Alyrata_AL6G27310
AT5G16390,AT5G15530,1,0,1,1,2,Alyrata_AL6G27320
AT5G16430,AT4G02180,1,0,0,0,0,Boleracea_Bo7g005620
AT5G16430,AT4G02180,1,0,0,0,0,Fxananassa_augustus_masked-Fvb6-3-processed-gene-67.13
AT5G16430,AT4G02180,1,0,0,0,0,Roccidentalis_maker-Ro06-snap-gene-407.49
AT5G16560,AT1G32240,3,3,4,2,3,Alyrata_AL6G27520
AT5G16570,AT5G37600,3,2,3,2,3,Alyrata_AL6G27540
AT5G16580,AT3G62740,6,0,0,0,0,Alyrata_AL6G27550
AT5G16600,AT4G22680,2,1,2,0,1,Alyrata_AL6G27560
AT5G16640,AT1G63400,8,0,0,0,0,Alyrata_AL6G27650
AT5G16700,AT1G13130,2,0,0,0,0,Alyrata_AL6G27700
AT5G16710,AT1G75270,1,1,1,1,1,Alyrata_AL6G27710
AT5G16830,AT4G17730,1,1,3,0,1,Esalsugineum_Thhalv10014337m.g
AT5G16830,AT4G17730,1,1,3,0,1,Boleracea_Bo9g161760
AT5G16830,AT4G17730,1,1,3,0,1,Boleracea_Bo9g151640
AT5G16830,AT4G17730,1,1,3,0,1,Brapa_Brara.J01848
AT5G16830,AT4G17730,1,1,3,0,1,Boleracea_Bo3g012250
AT5G16830,AT4G17730,1,1,3,0,1,Brapa_Brara.C00742
AT5G16830,AT4G17730,1,1,3,0,1,Crubella_Carub.0006s1505
AT5G16900,AT1G07560,6,0,0,0,0,Cviolacea_Clevi.0005s1216
AT5G16900,AT1G07560,6,0,0,0,0,Cviolacea_Clevi.0005s1212
AT5G16900,AT1G07560,6,0,0,0,0,Cviolacea_Clevi.0005s1206
AT5G16900,AT1G07560,6,0,0,0,0,Cviolacea_Clevi.0005s1213
AT5G16900,AT1G07560,6,0,0,0,0,Cviolacea_Clevi.0012s0620
AT5G17200,AT3G15720,8,0,3,0,0,Alyrata_AL6G28250
AT5G17330,AT1G65960,1,0,0,0,0,Alyrata_AL6G28400
AT5G17420,AT4G39350,6,6,9,5,7,Alyrata_AL6G28490
AT5G17430,AT1G51190,4,2,4,3,3,Alyrata_AL6G28500
AT5G17450,AT1G71050,1,0,0,1,1,Crubella_Carub.0006s1567
AT5G17450,AT1G71050,1,0,0,1,1,Alyrata_AL6G28520
AT5G17500,AT1G13130,2,0,0,0,0,Alyrata_AL6G28590
AT5G17800,AT1G69560,4,3,4,3,2,Alyrata_AL6G28890
AT5G17970,AT5G41540,4,0,0,0,0,Brapa_Brara.J01767
AT5G18260,AT1G14180,1,1,1,0,1,Alyrata_AL6G29480
AT5G18460,AT5G56530,5,3,3,15,4,Alyrata_AL6G29710
AT5G18500,AT3G17420,1,0,0,0,0,Alyrata_AL6G29760
AT5G18520,AT3G09570,1,0,0,0,0,Alyrata_AL6G29790
AT5G18610,AT5G02800,2,1,3,2,1,Alyrata_AL6G29880
AT5G18636,AT3G31430,17,0,0,0,0,Athaliana_AT5G25200
AT5G18810,AT3G13570,2,3,3,4,3,Esalsugineum_Thhalv10015534m.g
AT5G18840,AT3G05150,1,0,1,1,0,Alyrata_AL6G30200
AT5G18910,AT5G65530,5,5,4,4,3,Alyrata_AL6G30260
AT5G19170,AT3G13510,5,3,3,15,4,Alyrata_AL6G30610
AT5G19350,AT5G54900,1,1,1,1,1,Alyrata_AL6G30840
AT5G19410,AT5G52860,1,1,1,1,1,Alyrata_AL6G30900
AT5G19420,AT1G69710,2,2,2,1,1,Alyrata_AL6G30910
AT5G19450,AT3G57530,2,0,0,0,0,Alyrata_AL6G30940
AT5G19473,AT5G09960,1,0,0,1,1,Crubella_Carub.0006s1781
AT5G19550,AT5G11520,2,0,0,0,0,Crubella_Carub.0006s1790
AT5G19580,AT1G19900,4,4,3,3,2,Alyrata_AL6G31090
AT5G19600,AT4G02700,1,1,2,1,1,Alyrata_AL6G31110
AT5G19640,AT1G32450,1,1,2,1,1,Alyrata_AL6G31150
AT5G19650,AT3G52525,2,3,7,2,3,Alyrata_AL6G31160
AT5G19670,AT5G25820,1,0,2,1,1,Alyrata_AL6G31180
AT5G19700,AT4G23030,5,6,11,5,3,Alyrata_AL6G31210
AT5G20060,AT1G52700,1,0,0,0,0,Crubella_Carub.0006s1844
AT5G20160,AT4G22380,1,0,0,0,0,Crubella_Carub.0006s1854
AT5G20160,AT4G22380,1,0,0,0,0,Crubella_Carub.0006s1855
AT5G20310,AT4G31230,3,2,1,2,5,Alyrata_AL6G31860
AT5G20370,AT5G11090,1,1,1,2,1,Alyrata_AL6G31930
AT5G20480,AT3G47090,2,0,0,0,0,Alyrata_AL6G32010
AT5G20540,AT3G14000,1,0,0,0,0,Alyrata_AL6G32060
AT5G20620,AT5G03240,3,0,6,10,0,Alyrata_AL6G35910
AT5G20620,AT5G03240,3,0,6,10,0,Alyrata_AL1G63060
AT5G20620,AT5G03240,3,0,6,10,0,Alyrata_AL6G12540
AT5G20620,AT5G03240,3,0,6,10,0,Alyrata_AL4G28930
AT5G20740,AT5G62350,5,3,5,1,1,Alyrata_AL6G32300
AT5G20870,AT4G31140,1,1,1,1,1,Alyrata_AL6G32410
AT5G21030,AT5G21150,1,0,0,0,0,Alyrata_AL6G32580
AT5G21080,AT2G41830,1,0,0,0,0,Alyrata_AL6G32640
AT5G21130,AT2G22180,2,1,1,1,1,Alyrata_AL6G32740
AT5G21960,AT1G19210,1,1,0,0,1,Alyrata_AL6G32920
AT5G22090,AT5G19260,1,0,2,1,0,Alyrata_AL6G33060
AT5G22355,AT4G02180,15,0,0,0,0,Crubella_Carub.0006s2010
AT5G22400,AT3G11490,2,0,2,1,0,Alyrata_AL6G33420
AT5G22410,AT5G17820,1,2,1,0,0,Alyrata_AL6G33430
AT5G22450,AT4G29790,1,1,2,1,2,Alyrata_AL6G33470
AT5G22490,AT5G53380,0,0,0,0,0,Unknown
AT5G22510,AT1G56560,1,1,2,1,1,Alyrata_AL6G33520
AT5G22570,AT5G01900,1,0,0,0,0,Alyrata_AL6G33600
AT5G22690,AT5G41540,14,4,4,0,0,Crubella_Carub.0006s2040
AT5G22810,AT5G03810,1,0,0,0,0,Alyrata_AL6G33920
AT5G22810,AT5G03810,1,0,0,0,0,Crubella_Carub.0006s2053
AT5G22880,AT1G07790,1,0,0,0,0,Alyrata_AL6G34020
AT5G23000,AT5G57620,3,2,4,3,3,Alyrata_AL6G34130
AT5G23310,AT5G51100,3,1,1,1,1,Alyrata_AL6G34570
AT5G23310,AT5G51100,3,1,1,1,1,Crubella_Carub.0006s2108
AT5G23550,AT5G24170,1,1,1,1,1,Alyrata_AL6G34830
AT5G23580,AT1G35670,1,0,0,1,1,Alyrata_AL6G34880
AT5G23730,AT5G52250,1,0,0,0,0,Alyrata_AL6G35010
AT5G23790,AT1G56600,3,0,0,0,0,Athaliana_AT4G26250
AT5G24000,AT5G52540,1,0,0,0,0,Alyrata_AL6G35320
AT5G24010,AT3G46290,8,5,14,4,7,Alyrata_AL6G35330
AT5G24040,AT2G17030,6,0,0,0,0,Alyrata_AL6G35370
AT5G24050,AT1G05920,7,0,0,0,0,Alyrata_AL3G40940
AT5G24050,AT1G05920,7,0,0,0,0,Alyrata_AL3G40610
AT5G24050,AT1G05920,7,0,0,0,0,Alyrata_AL3G40220
AT5G24105,AT2G46330,1,0,0,0,0,Crubella_Carub.0006s2183
AT5G24105,AT2G46330,1,0,0,0,0,Brapa_Brara.I00584
AT5G24105,AT2G46330,1,0,0,0,0,Boleracea_Bo9g013790
AT5G24110,AT4G23810,2,0,3,1,0,Alyrata_AL6G35470
AT5G24318,AT3G55430,1,1,1,1,1,Alyrata_AL6G35830
AT5G24360,AT2G17520,1,0,0,0,0,Crubella_Carub.0006s2220
AT5G24360,AT2G17520,1,0,0,0,0,Alyrata_AL6G35920
AT5G24380,AT5G41000,7,10,5,9,3,Alyrata_AL6G35960
AT5G24510,AT1G01100,1,0,0,0,0,Alyrata_AL5G29236
AT5G24510,AT1G01100,1,0,0,0,0,Brapa_Brara.I00567
AT5G24510,AT1G01100,1,0,0,0,0,Esalsugineum_Thhalv10005602m.g
AT5G24510,AT1G01100,1,0,0,0,0,Boleracea_Bo9g012600
AT5G24510,AT1G01100,1,0,0,0,0,Clanatus_Cla97C01G000080
AT5G24510,AT1G01100,1,0,0,0,0,Esalsugineum_Thhalv10010937m.g
AT5G24520,AT1G12910,1,2,3,1,1,Alyrata_AL6G36110
AT5G24560,AT1G09155,12,0,7,6,0,Crubella_Carub.0006s2242
AT5G24560,AT1G09155,12,0,7,6,0,Brapa_Brara.F02670
AT5G25030,AT5G56060,1,0,0,0,0,Alyrata_AL6G36660
AT5G25200,AT3G31430,17,0,0,0,0,Athaliana_AT5G18636
AT5G25240,AT5G14895,1,2,1,0,0,Alyrata_AL6G36880
AT5G25370,AT1G52570,1,0,0,0,0,Alyrata_AL6G37100
AT5G25420,AT1G60030,3,1,1,1,1,Alyrata_AL6G37190
AT5G25510,AT4G15415,4,5,4,5,4,Crubella_Carub.0006s2337
AT5G25550,AT3G24480,1,0,0,0,0,Crubella_Carub.0006s2341
AT5G25600,AT3G31430,17,0,0,0,0,Athaliana_AT5G36228
AT5G25600,AT3G31430,17,0,0,0,0,Athaliana_AT1G43680
AT5G25850,AT1G78750,15,0,0,0,0,Alyrata_AL6G37800
AT5G25890,AT1G51950,1,0,0,0,1,Boleracea_Bo9g011160
AT5G25890,AT1G51950,1,0,0,0,1,Brapa_Brara.I00524
AT5G25890,AT1G51950,1,0,0,0,1,Boleracea_Bo7g095650
AT5G25890,AT1G51950,1,0,0,0,1,Brapa_Brara.F02766
AT5G25910,AT5G27060,1,0,0,0,0,Crubella_Carub.0006s2366
AT5G26010,AT1G03590,5,2,4,2,2,Alyrata_AL6G38000
AT5G26130,AT4G33710,1,0,0,0,0,Alyrata_AL7G17750
AT5G26190,AT4G02180,1,0,0,0,0,Esalsugineum_Thhalv10027671m.g
AT5G26200,AT1G72820,1,0,0,0,0,Alyrata_AL6G38200
AT5G26210,AT3G42790,1,0,0,0,0,Alyrata_AL6G38210
AT5G26250,AT3G05960,1,0,0,0,0,Alyrata_AL6G38260
AT5G26310,AT5G66690,0,0,0,0,0,Unknown
AT5G26600,AT3G62130,1,0,0,1,0,Alyrata_AL6G38600
AT5G26617,AT1G04625,12,0,0,0,0,Athaliana_AT3G09510
AT5G26617,AT1G04625,12,0,0,0,0,Athaliana_AT2G13980
AT5G26660,AT1G57560,1,0,0,0,0,Alyrata_AL6G38530
AT5G26730,AT5G16920,1,1,1,4,1,Boleracea_Bo7g095230
AT5G26730,AT5G16920,1,1,1,4,1,Brapa_Brara.F02800
AT5G26730,AT5G16920,1,1,1,4,1,Esalsugineum_Thhalv10005288m.g
AT5G26780,AT4G37930,1,0,0,0,2,Alyrata_AL6G38650
AT5G26930,AT4G26150,1,0,0,0,0,Crubella_Carub.0006s2455
AT5G27100,AT2G24720,2,0,0,0,0,Alyrata_AL7G20340
AT5G27150,AT3G06370,2,0,0,0,0,Alyrata_AL6G40010
AT5G27238,AT5G04347,6,0,0,0,0,Alyrata_AL3G43730
AT5G27238,AT5G04347,6,0,0,0,0,Alyrata_AL3G43740
AT5G27240,AT3G06340,1,0,0,3,2,Crubella_Carub.0006s2527
AT5G27530,AT3G15720,8,0,3,0,0,Alyrata_AL6G39480
AT5G27600,AT3G05970,1,0,0,0,0,Alyrata_AL6G39440
AT5G27690,AT5G19090,5,3,7,5,7,Alyrata_AL6G39340
AT5G27750,AT1G78750,9,0,0,0,0,Alyrata_AL6G39170
AT5G27780,AT1G76190,9,0,0,3,0,Athaliana_AT1G29430
AT5G27800,AT3G30770,1,0,0,0,0,Cpapaya_evm.TU.supercontig_56.6
AT5G27810,AT3G05860,2,0,0,0,0,Esalsugineum_Thhalv10019481m.g
AT5G27980,AT3G22490,2,0,3,0,0,Alyrata_AL6G40150
AT5G27990,AT3G22510,1,0,0,0,1,Alyrata_AL6G40160
AT5G28237,AT4G27070,1,0,1,0,0,Alyrata_AL1G22710
AT5G28450,AT1G19150,2,1,1,1,1,Paxillaris_Peaxi162Scf00128g01010
AT5G28520,AT1G52060,2,0,0,0,0,Athaliana_AT1G33790
AT5G28540,AT3G09440,2,3,2,3,3,Brapa_Brara.C01869
AT5G28540,AT3G09440,2,3,2,3,3,Alyrata_AL7G47140
AT5G28540,AT3G09440,2,3,2,3,3,Crubella_Carub.0007s3334
AT5G28540,AT3G09440,2,3,2,3,3,Crubella_Carub.0007s3333
AT5G28540,AT3G09440,2,3,2,3,3,Boleracea_Bo7g033050
AT5G28540,AT3G09440,2,3,2,3,3,Boleracea_Bo3g024930
AT5G28540,AT3G09440,2,3,2,3,3,Boleracea_Bo3g031630
AT5G28540,AT3G09440,2,3,2,3,3,Esalsugineum_Thhalv10027674m.g
AT5G28540,AT3G09440,2,3,2,3,3,Esalsugineum_Thhalv10012896m.g
AT5G28646,AT3G23090,2,0,0,0,0,Alyrata_AL6G40660
AT5G28770,AT3G54620,1,0,0,0,0,Alyrata_AL6G40790
AT5G29000,AT4G28610,2,0,0,0,1,Alyrata_AL6G40970
AT5G29560,AT5G55240,2,0,1,4,1,Roccidentalis_maker-Ro06-snap-gene-253.71
AT5G30500,AT2G47180,3,0,0,0,0,Esalsugineum_Thhalv10004562m.g
AT5G30500,AT2G47180,3,0,0,0,0,Brapa_Brara.I04469
AT5G30500,AT2G47180,3,0,0,0,0,Boleracea_Bo8g099700
AT5G30500,AT2G47180,3,0,0,0,0,Esalsugineum_Thhalv10027432m.g
AT5G31412,AT4G15020,2,1,0,0,0,Alyrata_AL1G48110
AT5G31412,AT4G15020,2,1,0,0,0,Boleracea_Bo3g057400
AT5G31412,AT4G15020,2,1,0,0,0,Boleracea_Bo01633s010
AT5G31412,AT4G15020,2,1,0,0,0,Boleracea_Bo6g047880
AT5G31412,AT4G15020,2,1,0,0,0,Boleracea_Bo10932s010
AT5G32450,AT4G17720,1,1,1,1,1,Alyrata_AL7G43610
AT5G32460,AT2G24645,1,0,0,0,0,Crubella_Carub.0007s3053
AT5G32590,AT3G43148,9,0,0,0,0,Athaliana_AT5G33806
AT5G32590,AT3G43148,9,0,0,0,0,Athaliana_AT4G06688
AT5G32590,AT3G43148,9,0,0,0,0,Athaliana_AT3G32200
AT5G33210,AT3G51060,1,0,0,0,0,Cannuum_CA04g06890
AT5G33290,AT3G42180,1,0,0,0,0,Alyrata_AL7G43770
AT5G33340,AT1G31450,7,0,0,0,0,Alyrata_AL7G43730
AT5G33340,AT1G31450,7,0,0,0,0,Alyrata_AL7G43740
AT5G33370,AT3G04290,1,0,0,0,0,Alyrata_AL7G43720
AT5G33406,AT4G15020,1,4,7,0,1,Boleracea_Bo1g131250
AT5G33406,AT4G15020,1,4,7,0,1,Brapa_Brara.D00938
AT5G33406,AT4G15020,1,4,7,0,1,Brapa_Brara.A01868
AT5G33406,AT4G15020,1,4,7,0,1,Boleracea_Bo2g149410
AT5G33406,AT4G15020,1,4,7,0,1,Boleracea_Bo1g102150
AT5G33406,AT4G15020,1,4,7,0,1,Brapa_Brara.H00495
AT5G33406,AT4G15020,1,4,7,0,1,Boleracea_Bo5g049300
