Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification,Duplicate.1_tau,Duplicate.2_tau,absdiff,Correlation
AT5G16640,gbM,AT5G41170,Unclassified,transposed,Undetermined,gbM-Unclassified,0.380516195526161,0.271909403262441,0.10860679226372,-0.324683626819271
AT5G16660,unM,AT3G02900,Unclassified,wgd,Undetermined,unM-Unclassified,0.162928414295235,0.15856846685403,0.00435994744120491,0.057031514048597
AT5G16680,gbM,AT3G02890,gbM,dispersed,Same,gbM-gbM,0.174954542739856,0.189383664441605,0.014429121701749,0.5489118671075
AT5G16720,unM,AT1G70750,unM,dispersed,Same,unM-unM,0.150482475732959,0.207463038084213,0.0569805623512546,0.447016316161446
AT5G16780,gbM,AT3G14700,gbM,dispersed,Same,gbM-gbM,0.599737163268866,0.175982375606505,0.423754787662361,0.550886509475666
AT5G16820,Unclassified,AT3G02990,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.37931595577346,0.269147473929335,0.110168481844125,0.822878213078389
AT5G16860,unM,AT3G63370,Unclassified,transposed,Undetermined,unM-Unclassified,0.199061919423082,0.305090456742927,0.106028537319845,0.0521761609960985
AT5G16870,unM,AT3G03010,Unclassified,wgd,Undetermined,unM-Unclassified,0.183607544297119,0.156566424419407,0.0270411198777122,0.701997799595023
AT5G16910,gbM,AT3G03050,gbM,wgd,Same,gbM-gbM,0.209396475064387,0.218329261552519,0.00893278648813173,0.694993709941049
AT5G16930,gbM,AT3G03060,gbM,wgd,Same,gbM-gbM,0.211824393493656,0.235190526758062,0.0233661332644062,0.883782093839303
AT5G16960,unM,AT3G03080,unM,wgd,Same,unM-unM,0.873102192950005,0.772593269382875,0.100508923567131,-0.0304634723745614
AT5G16970,unM,AT5G16960,unM,tandem,Same,unM-unM,0.772593269382875,0.370917047801257,0.401676221581617,-0.0623267204678653
AT5G17000,unM,AT5G16990,unM,tandem,Same,unM-unM,0.163319100300869,0.385762039462942,0.222442939162073,0.314054370363387
AT5G17010,gbM,AT3G03090,gbM,wgd,Same,gbM-gbM,0.387919619375962,0.122979916134631,0.264939703241331,-0.285313897446805
AT5G17020,gbM,AT3G03110,gbM,wgd,Same,gbM-gbM,0.164048144947002,0.0722078106124168,0.0918403343345855,0.518696844484722
AT5G17040,unM,AT5G17030,unM,tandem,Same,unM-unM,0.717002673425317,0.587260209980101,0.129742463445216,0.454978202896774
AT5G17050,unM,AT5G17040,unM,tandem,Same,unM-unM,0.587260209980101,0.365798427020971,0.22146178295913,0.453334501701492
AT5G17100,unM,AT5G17090,unM,tandem,Same,unM-unM,0.577060900723898,0.809809960793906,0.232749060070009,0.831343041315356
AT5G17110,unM,AT5G17100,unM,tandem,Same,unM-unM,0.809809960793906,0.80354692615981,0.00626303463409683,0.58800349399635
AT5G17120,unM,AT5G17110,unM,tandem,Same,unM-unM,0.80354692615981,0.91421652004554,0.11066959388573,0.15815271940629
AT5G17140,unM,AT5G17080,unM,proximal,Same,unM-unM,0.933725649106147,0.904753810354571,0.0289718387515762,-0.0686260989152612
AT5G17150,unM,AT5G17120,unM,proximal,Same,unM-unM,0.91421652004554,0.341590071294281,0.572626448751259,0.53346347540285
AT5G17160,unM,AT3G03130,unM,wgd,Same,unM-unM,0.358969200070434,0.312341566710006,0.0466276333604287,0.89260866605654
AT5G17165,unM,AT3G03150,unM,wgd,Same,unM-unM,0.196182204181826,0.488625321945079,0.292443117763253,0.0223124049673093
AT5G17167,teM,AT2G35280,teM,dispersed,Same,teM-teM,0.953219927764875,0.903325762743049,0.049894165021826,-0.0273308481128425
AT5G17190,unM,AT3G03160,unM,wgd,Same,unM-unM,0.196346959244597,0.173244712542774,0.0231022467018221,0.208291459822759
AT5G17200,unM,AT3G15720,unM,dispersed,Same,unM-unM,0.47736986336232,0.884505105340172,0.407135241977852,-0.0507559649059997
AT5G17220,unM,AT3G03190,unM,wgd,Same,unM-unM,NA,0.456874264787473,NA,NA
AT5G17260,unM,AT3G03200,unM,wgd,Same,unM-unM,0.405846501383597,0.313194325291959,0.0926521760916384,0.72686856172395
AT5G17320,unM,AT3G03260,teM,wgd,Different,unM-teM,0.694375668477874,0.781751027909292,0.0873753594314173,0.863119023963321
AT5G17340,unM,AT3G03272,unM,wgd,Same,unM-unM,0.772714183018602,0.91501303945332,0.142298856434718,0.868399806198415
AT5G17350,unM,AT3G03280,unM,wgd,Same,unM-unM,0.737981709690105,0.510626097406628,0.227355612283477,0.0475950712356855
AT5G17470,teM,AT2G36180,teM,transposed,Same,teM-teM,0.90384674366924,0.782470754662216,0.121375989007024,-0.014282222152646
AT5G17470,unM,AT3G03400,teM,wgd,Different,unM-teM,0.786416813683702,0.782470754662216,0.00394605902148659,0.527773498423786
AT5G17480,unM,AT3G03430,unM,wgd,Same,unM-unM,0.80320067471073,0.83426992171975,0.0310692470090203,0.954163551756806
AT5G17490,unM,AT3G03450,unM,wgd,Same,unM-unM,0.3076319802884,0.403978464254567,0.096346483966167,0.225591753151676
AT5G17510,unM,AT3G03460,Unclassified,wgd,Undetermined,unM-Unclassified,0.302422421896999,0.0960548374423066,0.206367584454693,0.199405276919671
AT5G17540,unM,AT3G03480,Unclassified,wgd,Undetermined,unM-Unclassified,0.66703588535749,0.357805143410404,0.309230741947086,0.0414223349674438
AT5G17550,Unclassified,AT3G03490,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.30918552800219,0.300340241903931,0.00884528609825863,0.964808409059069
AT5G17570,unM,AT3G03500,unM,wgd,Same,unM-unM,0.86466039278064,0.341610641511727,0.523049751268913,-0.0722292837156145
AT5G17600,unM,AT3G03550,unM,wgd,Same,unM-unM,0.15371367615366,0.321572954330184,0.167859278176523,0.0130050519597918
AT5G17680,unM,AT4G16930,unM,dispersed,Same,unM-unM,0.867261884284162,0.288907458018753,0.578354426265409,0.0601681627459236
AT5G17700,teM,AT3G03620,Unclassified,wgd,Undetermined,teM-Unclassified,0.874337031869097,0.413689801372762,0.460647230496335,0.0701900649783877
AT5G17740,teM,AT5G17730,Unclassified,tandem,Undetermined,teM-Unclassified,0.883270066660127,0.928764352497389,0.0454942858372624,-0.0344541206871153
AT5G17750,unM,AT5G17760,Unclassified,tandem,Undetermined,unM-Unclassified,0.184615934688708,0.941734493275757,0.757118558587049,0.103539947037942
AT5G17750,Unclassified,AT5G17740,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.928764352497389,0.941734493275757,0.0129701407783678,0.895372190148462
AT5G17780,unM,AT5G17720,unM,proximal,Same,unM-unM,0.935137687497675,0.507185320030114,0.427952367467561,-0.0415943473832527
AT5G17810,unM,AT3G03660,unM,wgd,Same,unM-unM,0.803104546591472,0.736160090696455,0.0669444558950167,0.833067173748935
AT5G17820,unM,AT4G26010,unM,transposed,Same,unM-unM,0.749809626999646,0.876159849974089,0.126350222974444,0.966871014493314
AT5G17820,unM,AT1G34510,unM,transposed,Same,unM-unM,0.927958469837796,0.876159849974089,0.0517986198637069,0.902770399623761
AT5G17820,unM,AT3G03670,unM,wgd,Same,unM-unM,0.835646707793863,0.876159849974089,0.0405131421802263,-0.00586587390148295
AT5G17830,unM,AT3G03700,unM,wgd,Same,unM-unM,0.65460234627487,0.663465536040334,0.00886318976546396,0.00113218214506539
AT5G17860,gbM,AT5G17850,unM,tandem,Different,gbM-unM,0.3956390636491,0.506005310201631,0.110366246552531,0.886463484033692
AT5G17890,gbM,AT4G36140,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.14492821766425,0.132769663365149,0.0121585542991001,0.372865061541274
AT5G17900,gbM,AT4G08580,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.153102529264193,0.226834877414782,0.0737323481505887,0.494177987323664
AT5G17910,unM,AT2G29620,Unclassified,transposed,Undetermined,unM-Unclassified,0.740676186985549,0.250128028875268,0.490548158110281,0.941646285020822
AT5G17920,unM,AT3G03780,Unclassified,wgd,Undetermined,unM-Unclassified,0.318966948232093,0.129324377078755,0.189642571153339,0.575518328404812
AT5G18000,unM,AT3G17010,Unclassified,dispersed,Undetermined,unM-Unclassified,0.791043394224659,0.600782398197947,0.190260996026712,0.0109295996114309
AT5G18000,unM,AT5G18090,Unclassified,dispersed,Undetermined,unM-Unclassified,0.559576924591634,0.600782398197947,0.0412054736063134,0.98134970635416
AT5G18010,unM,AT3G03820,unM,wgd,Same,unM-unM,0.501961186849419,0.675871762642897,0.173910575793478,0.217080428807061
AT5G18030,unM,AT5G18020,Unclassified,tandem,Undetermined,unM-Unclassified,0.511337267149026,0.487588999335006,0.0237482678140203,0.960420915424988
AT5G18050,unM,AT5G18060,Unclassified,tandem,Undetermined,unM-Unclassified,0.475460803597177,0.637501629635324,0.162040826038147,0.738141263603468
AT5G18065,Unclassified,AT5G18040,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.187101229792645,0.332768253541036,0.145667023748391,0.672156633884644
AT5G18080,unM,AT5G18060,unM,proximal,Same,unM-unM,0.475460803597177,0.487109195962043,0.0116483923648668,0.863616285460998
AT5G18130,unM,AT3G03870,unM,wgd,Same,unM-unM,0.323801806139647,0.406648783632976,0.0828469774933293,0.416992103336282
AT5G18150,unM,AT5G14602,unM,transposed,Same,unM-unM,0.906041930607325,NA,NA,NA
AT5G18150,unM,AT5G58375,unM,transposed,Same,unM-unM,0.156649602173595,NA,NA,NA
AT5G18170,unM,AT3G03910,Unclassified,wgd,Undetermined,unM-Unclassified,0.560509080817815,0.12416181476796,0.436347266049855,0.0630125462570457
AT5G18180,unM,AT3G03920,unM,wgd,Same,unM-unM,0.196490980573692,0.514853051844746,0.318362071271054,0.0185796748893127
AT5G18190,gbM,AT3G03940,gbM,wgd,Same,gbM-gbM,0.157488112277699,0.219083300696919,0.06159518841922,0.762899801206528
AT5G18210,unM,AT3G03980,unM,wgd,Same,unM-unM,0.132718302320886,0.197450429764522,0.0647321274436365,-0.254582879371295
AT5G18220,unM,AT3G04010,unM,wgd,Same,unM-unM,0.529080159927235,0.402878344844558,0.126201815082678,-0.183865723946281
AT5G18240,unM,AT3G04030,Unclassified,wgd,Undetermined,unM-Unclassified,0.455629499730287,0.228011686032979,0.227617813697309,0.507065473500659
AT5G18250,unM,AT3G04040,unM,wgd,Same,unM-unM,0.448061091873951,0.332022468147925,0.116038623726026,0.900064230793345
AT5G18270,unM,AT3G04060,unM,wgd,Same,unM-unM,0.576129833151751,0.480019778481898,0.096110054669853,0.528184521438209
AT5G18280,Unclassified,AT3G04080,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.268671853760607,0.191770377573649,0.0769014761869581,0.877340230818555
AT5G18290,unM,AT3G04090,unM,wgd,Same,unM-unM,0.259454112928664,0.458140397359142,0.198686284430479,-0.0720426102592562
AT5G18300,unM,AT5G18037,unM,dispersed,Same,unM-unM,0.898512584168825,0.556886341087734,0.341626243081091,0.21063023325996
AT5G18330,unM,AT5G18320,unM,tandem,Same,unM-unM,0.603149079018654,0.892173731764483,0.289024652745829,0.957699368159797
AT5G18340,unM,AT5G18330,unM,tandem,Same,unM-unM,0.892173731764483,0.550580059906628,0.341593671857855,0.114826093910069
AT5G18350,unM,AT3G04210,unM,wgd,Same,unM-unM,0.465713803787607,0.849624138384443,0.383910334596835,0.454814887363404
AT5G18350,unM,AT1G65850,unM,transposed,Same,unM-unM,0.79015064572838,0.849624138384443,0.0594734926560623,0.274844490698043
AT5G18350,unM,AT3G25505,unM,transposed,Same,unM-unM,0.877174880214439,0.849624138384443,0.0275507418299962,0.0319486965939181
AT5G18350,unM,AT2G14080,unM,transposed,Same,unM-unM,0.298750773893838,0.849624138384443,0.550873364490605,0.291933956053126
AT5G18350,gbM,AT5G18360,unM,tandem,Different,gbM-unM,0.343842147801881,0.849624138384443,0.505781990582562,0.615779345515286
AT5G18350,gbM,AT5G44510,unM,transposed,Different,gbM-unM,0.183962606511079,0.849624138384443,0.665661531873364,-0.022549500065656
AT5G18350,unM,AT1G31540,unM,transposed,Same,unM-unM,0.330884627534433,0.849624138384443,0.518739510850009,0.468487455664585
AT5G18350,unM,AT1G69550,unM,transposed,Same,unM-unM,0.218018249148768,0.849624138384443,0.631605889235675,0.188035339252908
AT5G18380,unM,AT3G04230,unM,wgd,Same,unM-unM,0.21935160776208,0.214038524141944,0.00531308362013608,0.569817700718602
AT5G18380,unM,AT2G09990,unM,transposed,Same,unM-unM,0.240165753903143,0.214038524141944,0.0261272297611986,0.976367426746548
AT5G18450,unM,AT1G75490,unM,dispersed,Same,unM-unM,0.709059858766236,0.923786846167859,0.214726987401623,0.85361799691846
AT5G18460,unM,AT3G48230,unM,dispersed,Same,unM-unM,0.702945650379644,0.202342790260952,0.500602860118692,0.692774247764271
AT5G18490,gbM,AT3G04350,Unclassified,wgd,Undetermined,gbM-Unclassified,0.235629845342433,0.346903726487309,0.111273881144876,0.58763759727163
AT5G18510,unM,AT1G51538,unM,dispersed,Same,unM-unM,0.503508466156583,0.797950909687298,0.294442443530715,-0.0582907659327987
AT5G18550,gbM,AT2G47850,Unclassified,transposed,Undetermined,gbM-Unclassified,0.0668273412257629,0.293941093260704,0.227113752034941,-0.111066947223466
AT5G18550,unM,AT3G06410,Unclassified,wgd,Undetermined,unM-Unclassified,0.176079438041088,0.293941093260704,0.117861655219615,0.40786815595829
AT5G18560,unM,AT1G12890,unM,transposed,Same,unM-unM,0.588609076847891,0.922743245918709,0.334134169070818,-0.104103520884553
AT5G18610,gbM,AT5G13160,gbM,dispersed,Same,gbM-gbM,0.142926337190053,0.194423588919104,0.051497251729051,0.226132109121283
AT5G18620,gbM,AT3G06400,gbM,wgd,Same,gbM-gbM,0.128399511877172,0.303152279630327,0.174752767753155,0.53655273689032
AT5G18640,gbM,AT5G18630,unM,proximal,Different,gbM-unM,0.271179804240696,0.181467362249556,0.0897124419911398,0.833209181157611
AT5G18680,unM,AT3G06380,Unclassified,wgd,Undetermined,unM-Unclassified,0.239346312381495,0.221009067265925,0.01833724511557,0.575350069496759
AT5G18690,unM,AT3G06360,unM,wgd,Same,unM-unM,0.469596733512154,0.30453884195362,0.165057891558534,0.394264463458788
AT5G18700,unM,AT1G33940,unM,transposed,Same,unM-unM,0.952846729992919,0.19645242628847,0.756394303704448,0.105253379862525
AT5G18705,unM,AT1G33945,unM,dispersed,Same,unM-unM,NA,0.967755002481855,NA,NA
AT5G18720,Unclassified,AT3G06340,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.187117907363223,0.587041586553929,0.399923679190706,0.553386391922923
AT5G18720,gbM,AT5G18710,Unclassified,tandem,Undetermined,gbM-Unclassified,0.48742796619978,0.587041586553929,0.0996136203541499,0.775507948263511
AT5G18730,Unclassified,AT5G18720,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.587041586553929,0.335392034434456,0.251649552119473,0.373391318640656
AT5G18740,gbM,AT5G18750,Unclassified,proximal,Undetermined,gbM-Unclassified,0.19844388804187,0.564392993663254,0.365949105621384,0.631446979078649
AT5G18780,gbM,AT5G18770,unM,tandem,Different,gbM-unM,0.237408405395567,0.363511963813516,0.126103558417949,-0.186370549314237
AT5G18790,unM,AT3G06320,unM,wgd,Same,unM-unM,0.295933172673268,0.25568362744536,0.0402495452279085,0.801304071018262
AT5G18800,unM,AT3G06310,unM,wgd,Same,unM-unM,0.094506947289087,0.116481365948979,0.0219744186598921,0.394780787898294
AT5G18860,unM,AT5G18890,Unclassified,proximal,Undetermined,unM-Unclassified,0.849943969291722,0.305810947015822,0.5441330222759,-0.017849479241334
AT5G18910,unM,AT3G05140,unM,dispersed,Same,unM-unM,0.684887568099819,0.780099657343763,0.0952120892439446,0.991327046447386
AT5G18960,gbM,AT3G06250,gbM,wgd,Same,gbM-gbM,0.124899834767635,0.0820570504745422,0.0428427842930929,0.44932371671111
AT5G18980,Unclassified,AT3G06210,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.174244115792472,0.30685754737838,0.132613431585908,0.704887613548437
AT5G18980,Unclassified,AT4G14280,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.840034084631427,0.30685754737838,0.533176537253048,-0.0145071831213078
AT5G18990,unM,AT3G24130,teM,dispersed,Different,unM-teM,0.788821914990988,0.855043786089304,0.0662218710983158,0.560884611778187
AT5G18990,unM,AT5G26810,teM,dispersed,Different,unM-teM,0.754157083474386,0.855043786089304,0.100886702614918,-0.0141932202797089
AT5G19000,Unclassified,AT3G06190,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.285313724467848,0.26882161998478,0.0164921044830679,0.975269252198901
AT5G19025,unM,AT3G06180,unM,wgd,Same,unM-unM,0.225389111801862,0.259157937550823,0.0337688257489612,0.711731616331561
AT5G19040,unM,AT3G23630,unM,transposed,Same,unM-unM,0.678705971671163,0.626717322251674,0.0519886494194889,0.781599616927111
AT5G19040,unM,AT3G63110,unM,transposed,Same,unM-unM,0.530140359191133,0.626717322251674,0.0965769630605405,0.199719562933662
AT5G19080,Unclassified,AT3G06140,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.287802139459528,0.217326162909983,0.0704759765495453,-0.401779168489238
AT5G19090,unM,AT3G06130,unM,wgd,Same,unM-unM,0.188188400389875,0.179828257226484,0.0083601431633907,0.647866606888594
AT5G19160,unM,AT3G06080,unM,wgd,Same,unM-unM,0.221384299993512,0.228998976737909,0.00761467674439714,-0.269567759288764
AT5G19170,unM,AT5G18460,unM,dispersed,Same,unM-unM,0.202342790260952,0.43108467236278,0.228741882101828,0.381153364988866
AT5G19175,unM,AT5G19172,unM,tandem,Same,unM-unM,0.78105851300124,0.801372040879496,0.0203135278782557,0.932663604740893
AT5G19190,unM,AT3G06070,unM,wgd,Same,unM-unM,0.437412548701149,0.369140174015193,0.0682723746859559,0.453296984441652
AT5G19230,unM,AT3G06035,unM,wgd,Same,unM-unM,0.21268543276252,0.420981439782967,0.208296007020446,0.295170148274624
AT5G19250,unM,AT5G19240,unM,tandem,Same,unM-unM,0.38076813374784,0.166423193004702,0.214344940743138,0.423890890711398
AT5G19260,unM,AT5G22090,unM,transposed,Same,unM-unM,0.259506104367513,0.385311868164735,0.125805763797222,0.361779513431408
AT5G19260,unM,AT3G06020,unM,wgd,Same,unM-unM,0.481215446200988,0.385311868164735,0.095903578036253,0.502044783638211
AT5G19290,unM,AT5G14980,unM,dispersed,Same,unM-unM,0.839010069522579,0.276552597281464,0.562457472241115,0.914755171808957
AT5G19310,gbM,AT3G06010,gbM,wgd,Same,gbM-gbM,0.120371160431789,0.183065294309634,0.0626941338778447,0.575011867490531
AT5G19330,unM,AT5G13060,Unclassified,transposed,Undetermined,unM-Unclassified,0.263890213584289,0.0736245983013434,0.190265615282945,-0.279504657626852
AT5G19340,unM,AT3G05980,unM,wgd,Same,unM-unM,0.444580188325065,0.462737015990666,0.0181568276656004,0.746113082238566
AT5G19380,unM,AT5G12170,unM,dispersed,Same,unM-unM,0.215992331450284,0.121117465001667,0.0948748664486175,-0.0111978190907727
AT5G19390,gbM,AT5G12150,gbM,dispersed,Same,gbM-gbM,0.147753894736298,0.107697337108514,0.0400565576277843,0.883314439719724
AT5G19420,gbM,AT5G12350,gbM,dispersed,Same,gbM-gbM,0.0578131380827943,0.120025208698058,0.0622120706152634,0.715218952954138
AT5G19430,gbM,AT5G12310,unM,dispersed,Different,gbM-unM,0.272432417948629,0.250139295963496,0.0222931219851329,0.908864535064218
AT5G19440,unM,AT1G51410,unM,transposed,Same,unM-unM,0.831263524370696,0.15896064114584,0.672302883224855,-0.342439019749949
AT5G19460,unM,AT5G19470,Unclassified,tandem,Undetermined,unM-Unclassified,0.833497160404703,0.1131067264007,0.720390434004004,0.406075090247043
AT5G19510,unM,AT5G12110,unM,dispersed,Same,unM-unM,0.52307723083261,0.173514046165879,0.349563184666731,0.129432294193113
AT5G19520,gbM,AT5G12080,unM,dispersed,Different,gbM-unM,0.18674175770596,0.750325078526036,0.563583320820076,0.0204740617182282
AT5G19700,unM,AT4G29140,unM,dispersed,Same,unM-unM,0.321522530665258,0.780203288293717,0.458680757628459,0.47720616915976
AT5G19710,unM,AT3G16360,unM,dispersed,Same,unM-unM,0.547501187685065,0.919208253169949,0.371707065484885,-0.1125920737144
AT5G19720,gbM,AT1G25350,unM,dispersed,Different,gbM-unM,0.0816750497671354,0.790213872543259,0.708538822776124,0.0330746495419681
AT5G19770,gbM,AT1G64740,Unclassified,transposed,Undetermined,gbM-Unclassified,0.462920725351826,0.174337726221876,0.28858299912995,-0.181062839505051
AT5G19780,Unclassified,AT5G19770,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.174337726221876,0.165546578167771,0.00879114805410522,0.91321571092349
AT5G19810,unM,AT5G19800,unM,tandem,Same,unM-unM,0.914288115642746,0.523658410759114,0.390629704883632,0.238852074155421
AT5G19860,unM,AT1G55265,unM,dispersed,Same,unM-unM,0.31527668654721,0.288818843324728,0.0264578432224824,0.184899710057179
AT5G19875,unM,AT2G31940,unM,dispersed,Same,unM-unM,0.586598546901897,0.436166752806624,0.150431794095272,0.0153973697891024
AT5G19880,unM,AT3G32980,unM,dispersed,Same,unM-unM,0.662240300888855,0.844212428622497,0.181972127733642,-0.0323427746513926
AT5G20000,Unclassified,AT5G19990,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.109069958575394,0.187301542536203,0.0782315839608091,0.35086113850359
AT5G20020,unM,AT5G20010,unM,tandem,Same,unM-unM,0.100349339242077,0.125743947859278,0.0253946086172002,0.334128114105095
AT5G20060,unM,AT1G52700,Unclassified,transposed,Undetermined,unM-Unclassified,0.399638649627229,0.153324284130622,0.246314365496607,0.10785749840916
AT5G20190,unM,AT1G80130,unM,dispersed,Same,unM-unM,0.480716488856762,0.230321011636963,0.250395477219799,0.305312656093822
AT5G20260,unM,AT3G42180,unM,wgd,Same,unM-unM,0.773121832966356,0.741582004571159,0.0315398283951962,0.167817868799335
AT5G20260,unM,AT5G11130,unM,transposed,Same,unM-unM,0.782844633493955,0.741582004571159,0.0412626289227959,0.264107420683558
AT5G20340,unM,AT5G20330,unM,tandem,Same,unM-unM,0.692455220972047,0.852577450897454,0.160122229925407,0.218967386389004
AT5G20390,unM,AT5G20340,unM,proximal,Same,unM-unM,0.852577450897454,0.799010545847916,0.0535669050495382,0.738272122589339
AT5G20400,unM,AT1G49390,unM,dispersed,Same,unM-unM,0.784541506417968,0.613326936039352,0.171214570378617,0.026895895665774
AT5G20410,Unclassified,AT2G11810,Unclassified,dispersed,Undetermined,Unclassified-Unclassified,0.584469879410783,0.538787788517878,0.0456820908929053,-0.050365767283766
AT5G20420,gbM,AT3G42670,Unclassified,wgd,Undetermined,gbM-Unclassified,0.260454385989145,0.351456812447789,0.0910024264586443,0.169429144892579
AT5G20440,unM,AT5G20430,unM,tandem,Same,unM-unM,0.751713721914206,0.882396776936505,0.130683055022299,0.0910678121367211
AT5G20480,unM,AT3G47090,Unclassified,transposed,Undetermined,unM-Unclassified,0.562345832761664,0.304523398828005,0.257822433933659,0.0122118536035298
AT5G20490,gbM,AT1G17580,gbM,dispersed,Same,gbM-gbM,0.161710911535975,0.214237064174546,0.0525261526385709,0.179827297183033
AT5G20510,unM,AT3G42790,Unclassified,wgd,Undetermined,unM-Unclassified,0.129161591414548,0.340856430541889,0.211694839127341,0.358846883573687
AT5G20550,unM,AT5G20400,unM,dispersed,Same,unM-unM,0.613326936039352,0.875075781612511,0.261748845573159,0.408649270992635
AT5G20560,unM,AT1G33220,unM,dispersed,Same,unM-unM,0.95297350783177,0.817948284955919,0.135025222875851,0.0856773498040668
AT5G20570,unM,AT3G42830,unM,wgd,Same,unM-unM,0.822650654658599,0.13386645377251,0.688784200886089,0.165014588754013
AT5G20580,gbM,AT2G06005,Unclassified,transposed,Undetermined,gbM-Unclassified,0.389108359754116,0.203121661080386,0.18598669867373,-0.385508983923071
AT5G20620,unM,AT5G03240,Unclassified,transposed,Undetermined,unM-Unclassified,0.21494939048427,0.133614056846333,0.0813353336379366,0.390765740453258
AT5G20670,unM,AT1G72510,unM,dispersed,Same,unM-unM,0.264434635885608,0.410081782025405,0.145647146139798,0.229953173427843
AT5G20690,gbM,AT3G42880,unM,wgd,Different,gbM-unM,0.848586305645859,0.772494347166202,0.0760919584796574,0.99198158443938
AT5G20700,unM,AT1G74940,unM,dispersed,Same,unM-unM,0.176663029691038,0.156526850269666,0.0201361794213719,0.299873191746317
AT5G20730,gbM,AT1G19220,gbM,dispersed,Same,gbM-gbM,0.171425630283415,0.131455642376512,0.0399699879069028,0.325272561633499
AT5G20790,unM,AT3G43110,unM,wgd,Same,unM-unM,0.571943932226756,0.604392273242459,0.0324483410157028,0.208922453031622
AT5G20820,unM,AT1G17345,unM,dispersed,Same,unM-unM,0.830662097858085,0.71536176611032,0.115300331747765,-0.0526185637022956
AT5G20840,gbM,AT3G43220,gbM,wgd,Same,gbM-gbM,0.15040184922898,0.126091929827167,0.0243099194018131,0.809373986484388
AT5G20840,gbM,AT3G14205,gbM,transposed,Same,gbM-gbM,0.246426402387266,0.126091929827167,0.120334472560099,0.640444267386329
AT5G20900,gbM,AT3G43440,unM,wgd,Different,gbM-unM,0.197830102210633,0.165778526152305,0.0320515760583279,0.459708018162543
AT5G20920,Unclassified,AT5G01940,Unclassified,dispersed,Undetermined,Unclassified-Unclassified,0.240561819783822,0.145281302130264,0.0952805176535579,0.488438217512102
AT5G20940,gbM,AT5G20950,Unclassified,tandem,Undetermined,gbM-Unclassified,0.182593992982848,0.453996179389205,0.271402186406358,-0.00140172901884818
AT5G20960,gbM,AT3G43600,gbM,wgd,Same,gbM-gbM,0.338635006332395,0.576091881713753,0.237456875381359,-0.0448653736071133
AT5G20960,gbM,AT2G27150,gbM,transposed,Same,gbM-gbM,0.326515271028947,0.576091881713753,0.249576610684806,0.0277635723747216
AT5G20970,unM,AT5G04890,Unclassified,dispersed,Undetermined,unM-Unclassified,0.296826581696543,0.287352206599395,0.00947437509714821,0.878611585859381
AT5G20970,unM,AT2G27140,Unclassified,dispersed,Undetermined,unM-Unclassified,0.321954186230507,0.287352206599395,0.0346019796311119,0.95184367415891
AT5G21010,Unclassified,AT3G43700,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.194874698543467,0.112016446710146,0.0828582518333211,0.283062232247404
AT5G21030,gbM,AT2G27040,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.220343460298317,0.575864936220633,0.355521475922316,-0.0973560530204216
AT5G21105,unM,AT5G21100,unM,tandem,Same,unM-unM,0.248147636789032,0.244690099627831,0.00345753716120023,-0.032179070232247
AT5G21130,unM,AT2G27080,unM,dispersed,Same,unM-unM,0.379465591751083,0.792700686212272,0.413235094461188,-0.0909856870806755
AT5G21150,gbM,AT2G27040,unM,dispersed,Different,gbM-unM,0.220343460298317,0.556698487288516,0.336355026990199,0.85968302164842
AT5G21274,gbM,AT1G66410,Unclassified,transposed,Undetermined,gbM-Unclassified,0.0909136758984187,0.167237321140986,0.0763236452425672,0.613775601242194
AT5G21900,gbM,AT2G06040,Unclassified,transposed,Undetermined,gbM-Unclassified,0.377684415970585,0.290640842328873,0.0870435736417125,0.530558523055131
AT5G21940,unM,AT3G43850,unM,wgd,Same,unM-unM,0.736741342004216,0.218350069354012,0.518391272650203,0.110257371258685
AT5G21950,unM,AT4G33180,unM,dispersed,Same,unM-unM,0.197212983154214,0.37364383740729,0.176430854253077,0.184706754067283
AT5G22020,unM,AT1G08470,unM,transposed,Same,unM-unM,0.175875122730562,0.337822913514593,0.16194779078403,0.332095161874972
AT5G22060,unM,AT3G44110,Unclassified,wgd,Undetermined,unM-Unclassified,0.208343971231896,0.195650784288359,0.012693186943537,0.875775139347933
AT5G22070,unM,AT5G25330,Unclassified,transposed,Undetermined,unM-Unclassified,0.861117402113473,0.322030862623196,0.539086539490278,-0.0557134536580974
