,Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
13933,AT5G62320,Unmethylated,AT4G22680,Unmethylated,transposed,Same,Unmethylated-Unmethylated
13943,AT1G66230,Unmethylated,AT4G22680,Unmethylated,transposed,Same,Unmethylated-Unmethylated
13953,AT5G16600,Unmethylated,AT4G22680,Unmethylated,transposed,Same,Unmethylated-Unmethylated
13963,AT2G45380,teM,AT4G22740,Unclassified,transposed,Undetermined,teM-Unclassified
13973,AT1G12420,Unmethylated,AT4G22780,Unmethylated,transposed,Same,Unmethylated-Unmethylated
13983,AT4G25380,Unmethylated,AT4G22820,gbM,transposed,Different,NA
13993,AT1G12450,Unmethylated,AT4G22850,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14003,AT1G62981,Unmethylated,AT4G22900,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14016,AT2G45660,Unmethylated,AT4G22950,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14023,AT5G62165,Unmethylated,AT4G22950,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14033,AT1G07850,Unmethylated,AT4G23490,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14043,AT3G48950,Unclassified,AT4G23500,Unmethylated,transposed,Undetermined,NA
14053,AT2G23900,Unmethylated,AT4G23500,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14063,AT4G27950,Unmethylated,AT4G23750,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14073,AT5G53290,Unmethylated,AT4G23750,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14083,AT2G46400,Unmethylated,AT4G23810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14093,AT5G24110,Unclassified,AT4G23810,Unmethylated,transposed,Undetermined,NA
14106,AT1G34170,teM,AT4G23980,Unclassified,transposed,Undetermined,teM-Unclassified
14116,AT1G35240,teM,AT4G23980,Unclassified,transposed,Undetermined,teM-Unclassified
14123,AT1G34310,teM,AT4G23980,Unclassified,transposed,Undetermined,teM-Unclassified
14133,AT1G43950,teM,AT4G23980,Unclassified,transposed,Undetermined,teM-Unclassified
14143,AT5G41820,Unmethylated,AT4G24490,Unclassified,transposed,Undetermined,NA
14153,AT5G65470,Unmethylated,AT4G24530,Unclassified,transposed,Undetermined,NA
14163,AT5G65450,Unclassified,AT4G24560,Unclassified,transposed,Undetermined,Unclassified-Unclassified
14173,AT2G22500,Unmethylated,AT4G24570,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14183,AT5G49710,Unmethylated,AT4G24590,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14193,AT5G65410,Unmethylated,AT4G24660,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14203,AT5G13130,Unmethylated,AT4G24970,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14216,AT4G12420,gbM,AT4G25240,Unclassified,transposed,Undetermined,gbM-Unclassified
14223,AT5G40880,Unclassified,AT4G25440,Unmethylated,transposed,Undetermined,NA
14233,AT5G49200,Unmethylated,AT4G25440,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14243,AT3G48920,Unmethylated,AT4G25560,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14253,AT1G01750,Unclassified,AT4G25590,Unmethylated,transposed,Undetermined,NA
14263,AT4G00680,Unmethylated,AT4G25590,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14273,AT5G41520,Unmethylated,AT4G25740,Unclassified,transposed,Undetermined,NA
14283,AT5G48070,Unmethylated,AT4G25810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14293,AT1G65310,Unmethylated,AT4G25810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14303,AT1G54217,Unmethylated,AT4G26060,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14316,AT1G72710,Unclassified,AT4G26100,Unclassified,transposed,Undetermined,Unclassified-Unclassified
14323,AT5G56950,Unclassified,AT4G26110,Unclassified,transposed,Undetermined,Unclassified-Unclassified
14333,AT3G13750,gbM,AT4G26140,Unclassified,transposed,Undetermined,gbM-Unclassified
14343,AT3G52840,Unmethylated,AT4G26140,Unclassified,transposed,Undetermined,NA
14353,AT1G32375,Unmethylated,AT4G26340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14362,AT3G50710,Unmethylated,AT4G26340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14372,AT5G50270,Unmethylated,AT4G26340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14382,AT5G60610,Unmethylated,AT4G26340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14392,AT4G09920,Unmethylated,AT4G26340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14402,AT5G62970,teM,AT4G26340,Unmethylated,transposed,Different,NA
14415,AT5G11370,Unclassified,AT4G26340,Unmethylated,transposed,Undetermined,NA
14422,AT1G55660,Unmethylated,AT4G26340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14432,AT2G26860,gbM,AT4G26340,Unmethylated,transposed,Different,NA
14442,AT1G19410,teM,AT4G26340,Unmethylated,transposed,Different,NA
14452,AT3G54910,Unclassified,AT4G26340,Unmethylated,transposed,Undetermined,NA
14462,AT3G27580,gbM,AT4G26610,Unclassified,transposed,Undetermined,gbM-Unclassified
14472,AT5G47750,gbM,AT4G26610,Unclassified,transposed,Undetermined,gbM-Unclassified
14482,AT5G47620,Unmethylated,AT4G26650,gbM,transposed,Different,NA
14492,AT3G07810,gbM,AT4G26650,gbM,transposed,Same,gbM-gbM
14502,AT3G20520,Unmethylated,AT4G26690,Unclassified,transposed,Undetermined,NA
14515,AT2G04750,gbM,AT4G26700,Unclassified,transposed,Undetermined,gbM-Unclassified
14522,AT5G35700,gbM,AT4G26700,Unclassified,transposed,Undetermined,gbM-Unclassified
14532,AT2G33380,Unclassified,AT4G26740,Unmethylated,transposed,Undetermined,NA
14542,AT1G50720,Unmethylated,AT4G26880,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14552,AT2G05710,gbM,AT4G26970,Unclassified,transposed,Undetermined,gbM-Unclassified
14562,AT1G11650,Unclassified,AT4G27000,Unclassified,transposed,Undetermined,Unclassified-Unclassified
14572,AT5G28237,Unmethylated,AT4G27070,Unclassified,transposed,Undetermined,NA
14583,AT1G54290,Unmethylated,AT4G27130,Unclassified,transposed,Undetermined,NA
14593,AT1G03630,Unmethylated,AT4G27440,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14603,AT4G28365,Unmethylated,AT4G27520,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14615,AT4G32490,Unmethylated,AT4G27520,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14622,AT2G22930,Unclassified,AT4G27560,Unmethylated,transposed,Undetermined,NA
14632,AT1G50580,Unclassified,AT4G27560,Unmethylated,transposed,Undetermined,NA
14643,AT4G09500,Unmethylated,AT4G27560,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14653,AT3G29630,Unclassified,AT4G27560,Unmethylated,transposed,Undetermined,NA
14663,AT3G15260,Unclassified,AT4G28400,Unmethylated,transposed,Undetermined,NA
14673,AT2G33845,Unmethylated,AT4G28440,Unclassified,transposed,Undetermined,NA
14683,AT5G29000,Unclassified,AT4G28610,Unmethylated,transposed,Undetermined,NA
14693,AT3G04450,gbM,AT4G28610,Unmethylated,transposed,Different,NA
14703,AT2G20110,Unclassified,AT4G29000,Unclassified,transposed,Undetermined,Unclassified-Unclassified
14716,AT4G29450,Unclassified,AT4G29180,Unmethylated,transposed,Undetermined,NA
14723,AT4G32840,gbM,AT4G29220,gbM,transposed,Same,gbM-gbM
14733,AT5G17640,gbM,AT4G29310,Unmethylated,transposed,Different,NA
14743,AT5G56590,Unclassified,AT4G29360,Unclassified,transposed,Undetermined,Unclassified-Unclassified
14753,AT1G05700,Unclassified,AT4G29990,gbM,transposed,Undetermined,gbM-Unclassified
14763,AT1G51790,Unclassified,AT4G29990,gbM,transposed,Undetermined,gbM-Unclassified
14773,AT4G24520,gbM,AT4G30210,Unclassified,transposed,Undetermined,gbM-Unclassified
14783,AT1G27700,gbM,AT4G30240,gbM,transposed,Same,gbM-gbM
14793,AT4G28040,Unclassified,AT4G30420,Unmethylated,transposed,Undetermined,NA
14803,AT1G19780,Unmethylated,AT4G30560,gbM,transposed,Different,NA
14816,AT1G15990,Unmethylated,AT4G30560,gbM,transposed,Different,NA
14823,AT5G57830,Unmethylated,AT4G30830,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14833,AT5G58090,Unclassified,AT4G31140,Unclassified,transposed,Undetermined,Unclassified-Unclassified
14843,AT4G26870,gbM,AT4G31180,Unclassified,transposed,Undetermined,gbM-Unclassified
14853,AT5G43180,Unmethylated,AT4G31330,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14863,AT4G30090,gbM,AT4G31340,Unclassified,transposed,Undetermined,gbM-Unclassified
14873,AT4G24240,Unmethylated,AT4G31550,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14883,AT2G23320,Unmethylated,AT4G31550,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14893,AT3G28180,teM,AT4G31590,gbM,transposed,Different,gbM-teM
14903,AT5G27100,Unmethylated,AT4G31710,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14916,AT1G80840,Unclassified,AT4G31800,Unmethylated,transposed,Undetermined,NA
14923,AT1G77200,Unmethylated,AT4G32800,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14933,AT5G26130,Unmethylated,AT4G33710,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14943,AT1G27740,Unmethylated,AT4G33880,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14953,AT5G43175,Unmethylated,AT4G33880,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14963,AT4G33930,Unmethylated,AT4G34300,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14973,AT5G42720,Unmethylated,AT4G34480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
14982,AT3G20220,Unclassified,AT4G34770,Unmethylated,transposed,Undetermined,NA
14992,AT4G35650,Unmethylated,AT4G35260,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15003,AT1G32480,Unmethylated,AT4G35260,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15016,AT2G26940,Unmethylated,AT4G35280,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15023,AT4G35700,Unmethylated,AT4G35280,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15033,AT4G35610,Unclassified,AT4G35280,Unmethylated,transposed,Undetermined,NA
15043,AT3G51480,gbM,AT4G35290,gbM,transposed,Same,gbM-gbM
15053,AT5G16100,Unmethylated,AT4G35590,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15063,AT5G40645,Unmethylated,AT4G35655,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15073,AT2G04410,gbM,AT4G35655,Unmethylated,transposed,Different,NA
15083,AT3G25750,Unmethylated,AT4G35733,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15093,AT5G24040,Unmethylated,AT4G35733,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15106,AT2G26160,Unmethylated,AT4G35733,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15116,AT1G44080,teM,AT4G35733,Unmethylated,transposed,Different,NA
15123,AT4G38670,Unmethylated,AT4G36010,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15133,AT1G71930,teM,AT4G36160,Unmethylated,transposed,Different,NA
15143,AT2G27190,Unmethylated,AT4G36350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15153,AT1G56360,Unmethylated,AT4G36350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15163,AT5G65650,Unmethylated,AT4G36660,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15173,AT1G49530,Unclassified,AT4G36810,Unmethylated,transposed,Undetermined,NA
15183,AT3G20160,Unmethylated,AT4G36810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15193,AT3G29430,Unmethylated,AT4G36810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15203,AT3G32040,Unmethylated,AT4G36810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15216,AT3G45670,teM,AT4G36950,Unmethylated,transposed,Different,NA
15223,AT3G45790,Unmethylated,AT4G36950,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15233,AT2G05060,teM,AT4G36950,Unmethylated,transposed,Different,NA
15243,AT5G27510,Unclassified,AT4G36950,Unmethylated,transposed,Undetermined,NA
15253,AT5G57220,Unmethylated,AT4G37320,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15263,AT5G36220,Unmethylated,AT4G37320,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15273,AT1G66540,Unclassified,AT4G37320,Unmethylated,transposed,Undetermined,NA
15283,AT1G59500,Unmethylated,AT4G37390,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15293,AT2G14960,Unmethylated,AT4G37390,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15303,AT3G59670,gbM,AT4G37440,gbM,transposed,Same,gbM-gbM
15316,AT1G27770,Unclassified,AT4G37640,gbM,transposed,Undetermined,gbM-Unclassified
15323,AT2G40710,Unmethylated,AT4G37680,Unclassified,transposed,Undetermined,NA
15333,AT1G59530,Unmethylated,AT4G37730,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15343,AT4G08040,Unclassified,AT4G37770,Unmethylated,transposed,Undetermined,NA
15353,AT4G33740,Unclassified,AT4G37820,Unclassified,transposed,Undetermined,Unclassified-Unclassified
15363,AT2G14210,Unmethylated,AT4G37940,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15373,AT3G57230,Unclassified,AT4G37940,Unmethylated,transposed,Undetermined,NA
15383,AT5G11140,Unmethylated,AT4G38550,Unclassified,transposed,Undetermined,NA
15393,AT5G66110,Unmethylated,AT4G38580,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15403,AT4G16190,Unmethylated,AT4G39090,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15416,AT3G05570,gbM,AT4G39235,Unmethylated,transposed,Different,NA
15423,AT1G76750,Unmethylated,AT4G39340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15433,AT1G57750,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15443,AT1G65340,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15453,AT1G47620,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15463,AT1G66030,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15473,AT5G02900,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15483,AT2G23180,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15493,AT4G32170,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15503,AT5G52320,Unmethylated,AT4G39480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15516,AT1G61540,Unclassified,AT4G39550,Unmethylated,transposed,Undetermined,NA
15523,AT1G60570,Unmethylated,AT4G39550,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15533,AT1G19930,Unmethylated,AT4G39550,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15543,AT2G29510,gbM,AT5G01030,Unmethylated,transposed,Different,NA
15553,AT5G59020,gbM,AT5G01030,Unmethylated,transposed,Different,NA
15563,AT1G11145,Unmethylated,AT5G01120,Unclassified,transposed,Undetermined,NA
15573,AT5G43240,Unmethylated,AT5G01120,Unclassified,transposed,Undetermined,NA
15583,AT5G37320,Unmethylated,AT5G01120,Unclassified,transposed,Undetermined,NA
15593,AT3G54140,Unclassified,AT5G01180,Unclassified,transposed,Undetermined,Unclassified-Unclassified
15603,AT3G16050,Unmethylated,AT5G01410,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15616,AT3G51860,Unmethylated,AT5G01490,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15623,AT2G38170,Unmethylated,AT5G01490,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15633,AT3G51870,Unmethylated,AT5G01500,Unclassified,transposed,Undetermined,NA
15643,AT2G40100,Unmethylated,AT5G01530,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15653,AT4G00005,teM,AT5G01640,Unmethylated,transposed,Different,NA
15663,AT3G51660,Unmethylated,AT5G01650,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15673,AT3G11000,gbM,AT5G01660,Unclassified,transposed,Undetermined,gbM-Unclassified
15683,AT5G37450,gbM,AT5G01950,gbM,transposed,Same,gbM-gbM
15693,AT3G53590,Unmethylated,AT5G01950,gbM,transposed,Different,NA
15703,AT1G06840,gbM,AT5G01950,gbM,transposed,Same,gbM-gbM
15716,AT2G30530,Unclassified,AT5G01970,Unmethylated,transposed,Undetermined,NA
15723,AT1G30050,Unmethylated,AT5G01970,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15733,AT2G39710,Unmethylated,AT5G02190,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15743,AT1G07790,Unmethylated,AT5G02570,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15753,AT3G53490,Unmethylated,AT5G02720,Unclassified,transposed,Undetermined,NA
15763,AT5G60100,Unclassified,AT5G02810,gbM,transposed,Undetermined,gbM-Unclassified
15773,AT3G54760,gbM,AT5G02950,Unmethylated,transposed,Different,NA
15782,AT4G02890,Unmethylated,AT5G03240,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15793,AT1G65350,teM,AT5G03240,Unmethylated,transposed,Different,NA
15803,AT5G20620,Unclassified,AT5G03240,Unmethylated,transposed,Undetermined,NA
15816,AT4G05050,Unmethylated,AT5G03240,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15823,AT5G37640,Unmethylated,AT5G03240,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15833,AT1G55060,Unmethylated,AT5G03240,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15843,AT3G53230,Unmethylated,AT5G03340,Unclassified,transposed,Undetermined,NA
15853,AT3G52880,Unmethylated,AT5G03630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15863,AT5G64140,Unmethylated,AT5G03850,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15873,AT3G44960,Unclassified,AT5G04320,gbM,transposed,Undetermined,gbM-Unclassified
15883,AT3G27680,teM,AT5G04347,Unmethylated,transposed,Different,NA
15893,AT1G11765,Unmethylated,AT5G04347,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15903,AT2G24880,teM,AT5G04347,Unmethylated,transposed,Different,NA
15916,AT2G06090,teM,AT5G04347,Unmethylated,transposed,Different,NA
15923,AT2G05220,gbM,AT5G04800,gbM,transposed,Same,gbM-gbM
15933,AT2G04390,gbM,AT5G04800,gbM,transposed,Same,gbM-gbM
15943,AT2G38910,Unmethylated,AT5G04870,gbM,transposed,Different,NA
15953,AT5G07110,Unmethylated,AT5G05380,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15963,AT5G07130,gbM,AT5G05390,Unmethylated,transposed,Different,NA
15973,AT2G38340,Unmethylated,AT5G05410,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15983,AT2G38310,Unmethylated,AT5G05440,Unmethylated,transposed,Same,Unmethylated-Unmethylated
15993,AT5G02040,Unmethylated,AT5G05987,Unclassified,transposed,Undetermined,NA
16003,AT1G77260,Unmethylated,AT5G06050,Unclassified,transposed,Undetermined,NA
16016,AT2G39750,Unmethylated,AT5G06050,Unclassified,transposed,Undetermined,NA
16023,AT2G29260,Unclassified,AT5G06060,gbM,transposed,Undetermined,gbM-Unclassified
16033,AT2G37740,Unmethylated,AT5G06070,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16043,AT4G37490,Unclassified,AT5G06150,Unmethylated,transposed,Undetermined,NA
16053,AT1G34460,teM,AT5G06150,Unmethylated,transposed,Different,NA
16063,AT2G27370,Unmethylated,AT5G06200,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16073,AT4G34070,Unclassified,AT5G06260,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16082,AT2G35460,Unmethylated,AT5G06320,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16092,AT5G05657,Unmethylated,AT5G06330,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16106,AT2G27180,Unmethylated,AT5G06380,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16116,AT5G01420,Unmethylated,AT5G06470,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16123,AT3G44100,Unmethylated,AT5G06480,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16133,AT1G51930,Unmethylated,AT5G06490,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16143,AT2G35910,Unmethylated,AT5G06490,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16153,AT3G05690,Unclassified,AT5G06510,Unmethylated,transposed,Undetermined,NA
16163,AT3G54740,gbM,AT5G06560,gbM,transposed,Same,gbM-gbM
16173,AT1G68640,Unclassified,AT5G06950,gbM,transposed,Undetermined,gbM-Unclassified
16183,AT5G13330,Unmethylated,AT5G07310,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16193,AT5G51050,Unclassified,AT5G07320,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16203,AT1G69940,teM,AT5G07410,teM,transposed,Same,teM-teM
16216,AT4G39810,Unclassified,AT5G07710,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16223,AT1G74390,Unclassified,AT5G07710,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16233,AT1G01720,Unmethylated,AT5G08790,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16243,AT3G18710,Unmethylated,AT5G09800,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16253,AT1G76952,Unmethylated,AT5G09805,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16263,AT5G19473,Unmethylated,AT5G09960,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16273,AT3G20770,gbM,AT5G10120,Unmethylated,transposed,Different,NA
16283,AT2G27050,Unclassified,AT5G10120,Unmethylated,transposed,Undetermined,NA
16293,AT1G09200,Unmethylated,AT5G10390,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16303,AT5G10980,Unmethylated,AT5G10390,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16316,AT3G27360,Unmethylated,AT5G10390,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16323,AT5G12910,Unmethylated,AT5G10390,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16333,AT5G44050,Unmethylated,AT5G10420,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16343,AT1G09720,Unmethylated,AT5G10500,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16353,AT1G58215,Unclassified,AT5G10500,Unmethylated,transposed,Undetermined,NA
16363,AT2G24170,Unclassified,AT5G10840,gbM,transposed,Undetermined,gbM-Unclassified
16373,AT1G80730,Unmethylated,AT5G10970,gbM,transposed,Different,NA
16383,AT5G20370,Unmethylated,AT5G11090,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16393,AT1G15360,Unmethylated,AT5G11190,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16403,AT4G32460,Unmethylated,AT5G11420,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16416,AT1G79970,Unmethylated,AT5G11460,Unclassified,transposed,Undetermined,NA
16423,AT4G32730,gbM,AT5G11510,gbM,transposed,Same,gbM-gbM
16433,AT1G62800,Unmethylated,AT5G11520,Unclassified,transposed,Undetermined,NA
16443,AT5G19550,Unclassified,AT5G11520,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16453,AT3G16280,Unmethylated,AT5G11590,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16463,AT1G79750,Unclassified,AT5G11670,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16473,AT2G19900,Unclassified,AT5G11670,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16483,AT1G28080,Unmethylated,AT5G13250,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16493,AT4G24760,Unclassified,AT5G14390,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16503,AT1G67800,gbM,AT5G14420,gbM,transposed,Same,gbM-gbM
16516,AT2G14378,Unmethylated,AT5G14995,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16523,AT5G48210,Unmethylated,AT5G14995,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16533,AT3G28690,gbM,AT5G15080,gbM,transposed,Same,gbM-gbM
16543,AT2G27035,Unmethylated,AT5G15350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16553,AT4G12880,Unmethylated,AT5G15350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16563,AT5G61170,Unmethylated,AT5G15520,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16573,AT2G03710,Unmethylated,AT5G15800,Unclassified,transposed,Undetermined,NA
16583,AT1G26120,Unmethylated,AT5G15860,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16593,AT3G63088,Unmethylated,AT5G16023,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16603,AT2G10450,Unmethylated,AT5G16050,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16616,AT1G68490,Unmethylated,AT5G16110,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16623,AT1G13390,Unmethylated,AT5G16110,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16633,AT1G43800,Unmethylated,AT5G16230,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16663,AT1G34650,Unclassified,AT5G17320,teM,transposed,Undetermined,teM-Unclassified
16673,AT2G36180,teM,AT5G17470,teM,transposed,Same,teM-teM
16683,AT4G17905,Unclassified,AT5G17600,Unmethylated,transposed,Undetermined,NA
16693,AT4G26010,Unmethylated,AT5G17820,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16703,AT1G34510,Unmethylated,AT5G17820,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16716,AT5G14602,Unmethylated,AT5G18150,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16723,AT5G58375,Unmethylated,AT5G18150,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16733,AT5G11250,Unclassified,AT5G18350,Unmethylated,transposed,Undetermined,NA
16743,AT3G25505,Unmethylated,AT5G18350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16752,AT5G40060,Unclassified,AT5G18350,Unmethylated,transposed,Undetermined,NA
16762,AT1G65850,Unmethylated,AT5G18350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16772,AT5G44510,gbM,AT5G18350,Unmethylated,transposed,Different,NA
16782,AT1G31540,Unmethylated,AT5G18350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16792,AT1G69550,Unmethylated,AT5G18350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16802,AT2G14080,Unmethylated,AT5G18350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16814,AT2G09990,Unmethylated,AT5G18380,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16822,AT2G47850,gbM,AT5G18550,Unclassified,transposed,Undetermined,gbM-Unclassified
16832,AT1G12890,Unmethylated,AT5G18560,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16842,AT1G33940,Unmethylated,AT5G18700,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16852,AT4G14280,Unclassified,AT5G18980,Unclassified,transposed,Undetermined,Unclassified-Unclassified
16862,AT3G63110,Unmethylated,AT5G19040,Unmethylated,transposed,Same,Unmethylated-Unmethylated
