Feature,Methylation,Duplication,tau
AT5G52000,Unmethylated,transposed,0.755311692952465
AT5G52010,Unmethylated,unclassified,0.187713750848925
AT5G52020,Unmethylated,dispersed,0.66928833320476
AT5G52030,Unmethylated,unclassified,0.23360093550247
AT5G52040,gbM,wgd,0.131294567389555
AT5G52045,gbM,unclassified,0.245964875640885
AT5G52050,Unmethylated,unclassified,0.583955746853721
AT5G52060,Unmethylated,unclassified,0.24428730598247
AT5G52070,teM,dispersed,0.336520722038862
AT5G52080,teM,dispersed,NA
AT5G52090,teM,dispersed,0.972475790027831
AT5G52100,Unclassified,unclassified,0.233170496580632
AT5G52110,Unclassified,unclassified,0.169970479939166
AT5G52115,teM,unclassified,0.976531969299341
AT5G52120,Unmethylated,unclassified,0.404305801668536
AT5G52130,Unmethylated,unclassified,0.916151137189039
AT5G52140,Unmethylated,unclassified,0.84791936786195
AT5G52150,Unmethylated,unclassified,0.824151524248094
AT5G52155,Unclassified,unclassified,0.875293210303137
AT5G52160,Unmethylated,unclassified,0.825522926283962
AT5G52170,Unclassified,wgd,0.567988321801768
AT5G52180,gbM,unclassified,1
AT5G52190,Unmethylated,unclassified,0.3649977334936
AT5G52200,Unclassified,unclassified,0.143355091772782
AT5G52210,Unclassified,unclassified,0.09461816915865
AT5G52220,Unmethylated,unclassified,0.386129720754783
AT5G52230,Unclassified,unclassified,0.158842483179766
AT5G52240,Unclassified,unclassified,0.11582288875479
AT5G52250,Unmethylated,unclassified,0.408125892471061
AT5G52260,Unmethylated,wgd,0.917668394822444
AT5G52270,Unclassified,unclassified,0.48636631744707
AT5G52280,gbM,unclassified,0.208685901244936
AT5G52290,Unmethylated,unclassified,0.333370274837316
AT5G52300,Unmethylated,wgd,0.702302976518605
AT5G52310,Unmethylated,tandem,0.409424018367798
AT5G52320,Unmethylated,transposed,0.385764836723239
AT5G52330,Unmethylated,transposed,0.517362307734256
AT5G52340,Unmethylated,dispersed,0.6205465516691
AT5G52350,Unmethylated,unclassified,0.931693941879292
AT5G52360,Unmethylated,wgd,0.811475335783567
AT5G52370,Unmethylated,transposed,0.176684802943257
AT5G52380,Unmethylated,unclassified,0.283498213704751
AT5G52390,Unmethylated,unclassified,0.586558692864482
AT5G52400,teM,unclassified,0.722528166484257
AT5G52410,Unclassified,unclassified,0.21370499852611
AT5G52420,Unmethylated,dispersed,0.385897282256505
AT5G52430,Unclassified,wgd,0.200892982445111
AT5G52440,Unmethylated,unclassified,0.201308512433875
AT5G52450,Unmethylated,dispersed,0.338507578973386
AT5G52460,Unmethylated,transposed,0.925938494076264
AT5G52470,Unmethylated,wgd,0.160311930252988
AT5G52480,Unclassified,dispersed,0.831399734559086
AT5G52490,Unmethylated,proximal,0.924243181303468
AT5G52500,Unmethylated,dispersed,0.907660941896043
AT5G52510,Unmethylated,unclassified,0.308303955545183
AT5G52520,Unclassified,unclassified,0.166381186850734
AT5G52530,gbM,unclassified,0.142010526164073
AT5G52540,Unclassified,dispersed,0.154669961386171
AT5G52545,Unmethylated,unclassified,0.222469692245872
AT5G52547,Unmethylated,dispersed,0.436038113743034
AT5G52550,gbM,wgd,0.138570867691098
AT5G52560,Unclassified,unclassified,0.244475072162651
AT5G52570,Unmethylated,wgd,0.604636444867874
AT5G52580,gbM,unclassified,0.170116319083583
AT5G52600,Unmethylated,unclassified,0.662208401572796
AT5G52605,teM,dispersed,0.85860356098243
AT5G52610,Unmethylated,tandem,0.90331735639687
AT5G52620,Unmethylated,tandem,0.841816542964334
AT5G52630,Unmethylated,transposed,0.386433031384043
AT5G52640,Unmethylated,unclassified,0.507364726334177
AT5G52650,Unmethylated,wgd,0.198197685641637
AT5G52655,Unclassified,unclassified,0.815067547906666
AT5G52660,Unmethylated,transposed,0.245005903424085
AT5G52670,Unmethylated,proximal,0.950546956597405
AT5G52680,Unmethylated,tandem,0.773818837971687
AT5G52690,Unmethylated,tandem,0.932871722137553
AT5G52700,teM,unclassified,0.905912820288207
AT5G52710,Unmethylated,proximal,0.875950681244971
AT5G52720,Unmethylated,proximal,0.88480284705983
AT5G52730,Unmethylated,unclassified,0.883866133571247
AT5G52740,Unmethylated,dispersed,0.791157994195615
AT5G52750,Unmethylated,tandem,0.561513880420593
AT5G52760,Unmethylated,tandem,0.630238228687541
AT5G52770,Unmethylated,tandem,0.903743132482723
AT5G52780,Unmethylated,unclassified,0.292383402202702
AT5G52790,gbM,dispersed,0.581671051948352
AT5G52800,Unclassified,unclassified,0.319845564373482
AT5G52810,Unmethylated,unclassified,0.319406941077552
AT5G52820,Unclassified,unclassified,0.185927615208199
AT5G52830,Unmethylated,dispersed,0.3195462414239
AT5G52840,Unmethylated,unclassified,0.0853457233955028
AT5G52850,Unclassified,unclassified,0.19881393959891
AT5G52860,Unmethylated,wgd,0.523953587911773
AT5G52870,Unmethylated,dispersed,0.183487156248372
AT5G52880,Unclassified,unclassified,0.138263135461371
AT5G52882,Unmethylated,dispersed,0.323553275491905
AT5G52890,gbM,transposed,0.337188367200534
AT5G52900,Unmethylated,unclassified,0.454449213701853
AT5G52910,Unclassified,unclassified,0.24046125001166
AT5G52920,Unclassified,unclassified,0.122194935262731
AT5G52930,Unmethylated,tandem,0.561257173167944
AT5G52940,Unclassified,tandem,0.624449902735141
AT5G52950,Unmethylated,unclassified,0.240261871156632
AT5G52960,Unmethylated,unclassified,0.212119832362867
AT5G52965,Unmethylated,proximal,0.833339703114981
AT5G52970,Unmethylated,unclassified,0.269342399469229
AT5G52975,Unmethylated,proximal,0.839540011313039
AT5G52980,Unmethylated,unclassified,0.207983626967358
AT5G52990,Unmethylated,transposed,0.514919771235913
AT5G53000,gbM,unclassified,0.16138651827921
AT5G53010,Unclassified,unclassified,0.161400527387641
AT5G53020,Unclassified,unclassified,0.147889077212132
AT5G53030,Unmethylated,transposed,0.543550001106988
AT5G53040,Unmethylated,transposed,0.825630130307447
AT5G53045,Unmethylated,unclassified,0.215012705401343
AT5G53050,Unclassified,unclassified,0.273147808050972
AT5G53060,gbM,unclassified,0.118490746803499
AT5G53070,Unclassified,unclassified,0.182470105903791
AT5G53080,gbM,unclassified,0.289599975906173
AT5G53090,Unclassified,tandem,0.261653219410734
AT5G53100,Unmethylated,tandem,0.830690636843502
AT5G53110,Unmethylated,dispersed,0.496073972262001
AT5G53120,gbM,unclassified,0.22914080621165
AT5G53130,Unclassified,unclassified,0.128939846756412
AT5G53140,gbM,unclassified,0.0884222509387574
AT5G53150,gbM,dispersed,0.190255879565433
AT5G53160,Unmethylated,transposed,0.247354176373526
AT5G53170,Unclassified,unclassified,0.137183692971221
AT5G53180,gbM,unclassified,0.11949308126708
AT5G53190,Unmethylated,unclassified,0.75738304455959
AT5G53200,Unmethylated,transposed,0.382160122629977
AT5G53210,Unmethylated,unclassified,0.526684786697141
AT5G53220,Unclassified,unclassified,0.354985873278205
AT5G53230,Unmethylated,tandem,0.789997964446206
AT5G53240,Unmethylated,tandem,0.829168166320324
AT5G53250,Unmethylated,transposed,0.694763328031627
AT5G53260,Unmethylated,tandem,0.941553691596889
AT5G53270,Unmethylated,tandem,0.917338983309793
AT5G53280,Unclassified,unclassified,0.266351619636458
AT5G53290,Unmethylated,transposed,0.451819165482808
AT5G53300,Unmethylated,dispersed,0.148931435468061
AT5G53310,Unmethylated,unclassified,0.234885466071193
AT5G53320,gbM,unclassified,0.530484782816706
AT5G53330,Unmethylated,unclassified,0.174887885015475
AT5G53340,Unclassified,unclassified,0.150550992467189
AT5G53350,Unclassified,transposed,0.170228477756579
AT5G53360,Unmethylated,unclassified,0.433654382593597
AT5G53370,Unmethylated,unclassified,0.333818384733938
AT5G53380,Unclassified,tandem,0.899362866470868
AT5G53390,Unclassified,tandem,0.662752146964168
AT5G53400,Unclassified,dispersed,0.216658239271062
AT5G53410,teM,dispersed,0.991358218489578
AT5G53420,Unmethylated,unclassified,0.203715490009554
AT5G53430,Unmethylated,unclassified,0.184953805915648
AT5G53440,gbM,unclassified,0.179606191637107
AT5G53450,gbM,unclassified,0.265202651529967
AT5G53460,gbM,unclassified,0.162522235662517
AT5G53470,Unclassified,unclassified,0.271526620568872
AT5G53480,gbM,unclassified,0.0717441403977683
AT5G53486,Unmethylated,unclassified,0.408967412517231
AT5G53490,Unmethylated,unclassified,0.207792076861048
AT5G53500,Unclassified,dispersed,0.263370154652477
AT5G53510,Unclassified,tandem,0.903528771796951
AT5G53520,Unclassified,tandem,0.782053865524311
AT5G53530,gbM,dispersed,0.153773962883707
AT5G53540,Unclassified,dispersed,0.102852366850886
AT5G53550,Unclassified,dispersed,0.302002042444134
AT5G53560,Unmethylated,dispersed,0.141914734983967
AT5G53570,gbM,transposed,0.10299824116556
AT5G53580,Unclassified,unclassified,0.192559989359171
AT5G53590,Unmethylated,transposed,0.292689715861118
AT5G53592,Unmethylated,unclassified,0.622443583018347
AT5G53600,Unmethylated,tandem,0.807952998500069
AT5G53610,Unmethylated,tandem,0.895293972289369
AT5G53620,Unclassified,unclassified,0.0884639161071689
AT5G53635,Unmethylated,tandem,0.853053206713872
AT5G53637,Unmethylated,tandem,0.900010661777535
AT5G53640,Unmethylated,proximal,0.901007308914153
AT5G53650,Unmethylated,unclassified,0.210243328038087
AT5G53660,Unmethylated,dispersed,0.671081552967314
AT5G53670,Unmethylated,unclassified,0.886152790332261
AT5G53680,Unmethylated,proximal,0.898085995816612
AT5G53700,Unmethylated,dispersed,0.626911463282758
AT5G53710,Unclassified,unclassified,0.692516504995434
AT5G53720,Unmethylated,proximal,0.934351891537106
AT5G53730,Unclassified,unclassified,0.449377034458059
AT5G53740,Unmethylated,unclassified,0.561034331095002
AT5G53742,Unmethylated,dispersed,0.891010970654344
AT5G53750,Unmethylated,wgd,0.369393879663821
AT5G53760,gbM,dispersed,0.27675082512861
AT5G53770,Unclassified,unclassified,0.127404492589187
AT5G53780,Unmethylated,tandem,0.801626459944407
AT5G53790,Unmethylated,tandem,0.91105290985104
AT5G53800,Unmethylated,unclassified,0.184594277092269
AT5G53810,Unmethylated,transposed,0.586776490362791
AT5G53820,Unmethylated,transposed,0.748823638931642
AT5G53830,Unmethylated,transposed,0.291888840786519
AT5G53840,Unmethylated,transposed,0.825983471957943
AT5G53850,gbM,unclassified,0.133487536240438
AT5G53860,gbM,unclassified,0.0947786206425805
AT5G53870,Unmethylated,wgd,0.43601328410711
AT5G53880,Unmethylated,unclassified,0.223961641943361
AT5G53890,gbM,unclassified,0.0872416395248378
AT5G53895,Unclassified,wgd,0.748720133710433
AT5G53900,Unmethylated,dispersed,0.212591179898253
AT5G53905,Unmethylated,dispersed,0.892233102943263
AT5G53910,Unmethylated,unclassified,0.931183133431807
AT5G53920,Unclassified,unclassified,0.19727796659711
AT5G53930,Unclassified,unclassified,0.34017484235672
AT5G53940,Unmethylated,unclassified,0.173209077438172
AT5G53950,Unmethylated,dispersed,0.663922901735245
AT5G53960,Unmethylated,unclassified,0.903980664082563
AT5G53970,gbM,transposed,0.383035523299497
AT5G53980,Unmethylated,unclassified,0.890955560416059
AT5G53990,Unmethylated,proximal,0.862537733668859
AT5G54000,Unmethylated,dispersed,0.91493067520065
AT5G54010,Unmethylated,proximal,0.853364628239465
AT5G54020,Unclassified,tandem,0.765556324221925
AT5G54030,teM,tandem,0.876098042252596
AT5G54035,teM,proximal,NA
AT5G54040,teM,proximal,0.865913722653279
AT5G54043,teM,proximal,NA
AT5G54050,teM,proximal,0.926485734091483
AT5G54060,Unmethylated,wgd,0.605622404088202
AT5G54062,Unmethylated,dispersed,0.842970660468828
AT5G54067,Unmethylated,dispersed,0.799857434477803
AT5G54070,Unmethylated,unclassified,0.832987433269199
AT5G54080,Unmethylated,unclassified,0.471055971269428
AT5G54090,Unclassified,unclassified,0.323091589409914
AT5G54095,gbM,wgd,0.734831579566437
AT5G54100,Unmethylated,wgd,0.216190043349214
AT5G54110,Unmethylated,unclassified,0.197003721932622
AT5G54130,Unmethylated,dispersed,0.466953611757834
AT5G54140,Unmethylated,unclassified,0.185744300877351
AT5G54145,Unmethylated,wgd,0.372451985415741
AT5G54148,Unmethylated,wgd,0.762952283622739
AT5G54150,Unmethylated,tandem,0.829431362637304
AT5G54160,Unmethylated,dispersed,0.187372500826317
AT5G54165,Unmethylated,unclassified,0.654695185268955
AT5G54170,Unmethylated,unclassified,0.336851886138458
AT5G54180,Unclassified,unclassified,0.204255774419419
AT5G54190,Unclassified,wgd,0.634677035384168
AT5G54200,Unclassified,dispersed,0.203193080478245
AT5G54210,Unmethylated,dispersed,0.942670545720727
AT5G54215,Unmethylated,tandem,0.869759935321696
AT5G54220,Unmethylated,tandem,0.872548587364321
AT5G54225,Unmethylated,tandem,0.897963712427542
AT5G54230,Unmethylated,transposed,0.846463563879703
AT5G54240,Unmethylated,dispersed,0.617056162153842
AT5G54250,Unmethylated,unclassified,0.265378390026681
AT5G54260,gbM,unclassified,0.135695348310181
AT5G54270,Unmethylated,unclassified,0.249135450089732
AT5G54280,gbM,wgd,0.272843434572484
AT5G54290,Unclassified,unclassified,0.224732616312872
AT5G54300,Unmethylated,unclassified,0.456601435252317
AT5G54310,gbM,dispersed,0.289773105339413
AT5G54320,Unmethylated,tandem,0.941061894901581
AT5G54330,Unmethylated,tandem,0.947169348620177
AT5G54340,Unmethylated,tandem,0.890386619502979
AT5G54350,Unmethylated,tandem,0.890734262263784
AT5G54360,Unmethylated,tandem,0.900055269717918
AT5G54370,Unmethylated,dispersed,0.871798047115217
AT5G54380,gbM,unclassified,0.201948346353359
AT5G54390,Unmethylated,unclassified,0.16294120089539
AT5G54400,Unmethylated,dispersed,0.580636039778612
AT5G54410,teM,unclassified,0.905240427726037
AT5G54420,Unclassified,proximal,0.955987997350385
AT5G54430,Unmethylated,wgd,0.0830114219777671
AT5G54440,gbM,unclassified,0.103085666061654
AT5G54450,Unmethylated,proximal,0.872449148923751
AT5G54460,teM,unclassified,0.91804414162673
AT5G54470,Unmethylated,wgd,0.432213402378807
AT5G54480,Unmethylated,unclassified,0.89520844447396
AT5G54490,Unmethylated,wgd,0.42578781829753
AT5G54500,Unclassified,unclassified,0.179122484973868
AT5G54510,Unmethylated,wgd,0.346576435880312
AT5G54520,Unclassified,unclassified,0.232989956674108
AT5G54530,Unmethylated,dispersed,0.382447865132727
AT5G54540,Unmethylated,unclassified,0.195038044934421
AT5G54550,Unmethylated,tandem,0.767903503824855
AT5G54560,Unmethylated,tandem,0.85594784572937
AT5G54570,Unmethylated,unclassified,0.362675354925088
AT5G54580,Unmethylated,unclassified,0.222620330638015
AT5G54585,Unmethylated,unclassified,0.594925466601193
AT5G54590,Unclassified,unclassified,0.141142507561455
AT5G54600,Unclassified,unclassified,0.166828485292823
AT5G54610,Unmethylated,tandem,0.602926355662259
AT5G54620,Unmethylated,tandem,0.791359172340113
AT5G54630,Unmethylated,wgd,0.194792194390514
AT5G54640,Unmethylated,wgd,0.249436843217518
AT5G54650,gbM,dispersed,0.342047693120358
AT5G54660,Unmethylated,unclassified,0.280291201015403
AT5G54670,gbM,wgd,0.213891153717276
AT5G54680,Unclassified,dispersed,0.194146289056635
AT5G54690,Unclassified,unclassified,0.424245368239752
AT5G54700,teM,tandem,0.842777613547461
AT5G54710,Unmethylated,tandem,0.470420050180295
AT5G54720,Unmethylated,unclassified,0.508386273404389
AT5G54730,Unmethylated,unclassified,0.350745091656149
AT5G54740,Unmethylated,wgd,0.868719346962128
AT5G54745,Unmethylated,dispersed,0.946195432640797
AT5G54750,gbM,unclassified,0.13343703828821
AT5G54760,Unclassified,wgd,0.158193061475704
AT5G54770,Unmethylated,unclassified,0.148417714638964
AT5G54780,gbM,wgd,0.51748882162965
AT5G54790,Unmethylated,transposed,0.930162397360934
AT5G54800,Unclassified,dispersed,0.148616008768534
AT5G54810,Unclassified,wgd,0.263880878189606
AT5G54820,Unmethylated,dispersed,0.882475342415893
AT5G54830,gbM,unclassified,0.191292989733658
AT5G54840,Unmethylated,dispersed,0.372399523190216
AT5G54850,Unmethylated,unclassified,0.236293885852627
AT5G54855,Unmethylated,unclassified,0.105968168084152
AT5G54860,Unclassified,unclassified,0.273348058324125
AT5G54870,Unmethylated,wgd,0.301816681948367
AT5G54880,Unmethylated,unclassified,0.224507847342897
AT5G54890,Unmethylated,unclassified,0.127671111738639
AT5G54900,Unmethylated,wgd,0.127162219267392
AT5G54910,Unclassified,unclassified,0.173691346710414
AT5G54920,Unclassified,wgd,0.189220988108422
AT5G54930,gbM,unclassified,0.13017927627787
AT5G54940,Unmethylated,unclassified,0.225862373938729
AT5G54950,Unmethylated,wgd,0.801198970234576
AT5G54960,Unmethylated,dispersed,0.280050561437337
AT5G54970,Unmethylated,wgd,0.232978941334836
AT5G54980,Unmethylated,unclassified,0.227528676162465
AT5G54990,Unmethylated,unclassified,0.774695795658334
AT5G55000,gbM,unclassified,0.120712598584776
AT5G55010,Unmethylated,unclassified,0.585853595746012
AT5G55020,Unmethylated,wgd,0.75070924963965
AT5G55040,gbM,unclassified,0.0914852114152968
AT5G55050,Unmethylated,unclassified,0.333574360523632
AT5G55060,Unclassified,unclassified,0.374997178021877
AT5G55070,gbM,wgd,0.121507945353979
AT5G55080,Unmethylated,dispersed,0.843095570186506
AT5G55090,Unmethylated,wgd,0.52085480586293
AT5G55100,Unclassified,unclassified,0.237091697485058
AT5G55110,Unmethylated,wgd,0.910329239609645
AT5G55120,gbM,wgd,0.249477016331587
AT5G55125,Unmethylated,unclassified,0.228793871021405
AT5G55130,gbM,unclassified,0.0965696506757996
AT5G55131,Unmethylated,tandem,0.896384998966408
AT5G55132,Unmethylated,tandem,0.828200010501171
AT5G55135,Unmethylated,unclassified,0.935938230839933
AT5G55140,Unmethylated,unclassified,0.175499647560594
AT5G55150,Unmethylated,unclassified,0.813936431038506
AT5G55160,Unmethylated,wgd,0.172902781169999
AT5G55170,Unmethylated,tandem,0.44324428239706
AT5G55180,Unmethylated,wgd,0.252965917687976
AT5G55190,Unclassified,dispersed,0.11867892396848
AT5G55200,Unclassified,wgd,0.238374524549145
AT5G55210,Unmethylated,dispersed,0.128655251860838
AT5G55220,Unclassified,unclassified,0.221122670539633
AT5G55230,Unclassified,wgd,0.113499560367054
AT5G55240,Unmethylated,wgd,0.910414310460779
AT5G55250,Unmethylated,unclassified,0.418404368774963
AT5G55260,Unclassified,wgd,0.101718992994958
AT5G55270,Unclassified,dispersed,0.594301226908924
AT5G55280,Unclassified,unclassified,0.175521792440008
AT5G55290,Unmethylated,wgd,0.249074992593621
AT5G55300,gbM,tandem,0.146769533470517
AT5G55310,Unclassified,tandem,0.205578162365922
AT5G55320,Unmethylated,tandem,0.811411027492148
AT5G55330,Unmethylated,tandem,0.688612349728046
AT5G55340,Unmethylated,tandem,0.653282435791824
AT5G55350,Unmethylated,tandem,0.870311584153363
AT5G55360,Unmethylated,tandem,0.818466692763199
AT5G55370,Unmethylated,tandem,0.773212332154468
AT5G55380,Unmethylated,tandem,0.355577032933682
AT5G55390,gbM,unclassified,0.127522620660422
AT5G55400,gbM,wgd,0.204215909118574
AT5G55410,Unmethylated,proximal,0.80340529284103
AT5G55430,Unmethylated,unclassified,0.850016281372074
AT5G55440,Unmethylated,dispersed,0.809825553530126
AT5G55450,gbM,unclassified,0.433735936929234
AT5G55460,Unclassified,tandem,0.466906573723079
AT5G55470,gbM,unclassified,0.468853202896194
AT5G55480,gbM,wgd,0.164581669769125
AT5G55490,Unclassified,unclassified,0.593834689879301
AT5G55500,gbM,unclassified,0.0837708740999243
AT5G55507,Unmethylated,unclassified,0.64999841602266
AT5G55508,NA,unclassified,0.848573406826994
AT5G55510,Unclassified,wgd,0.253789676016479
AT5G55520,Unmethylated,wgd,0.362298972009502
AT5G55530,gbM,unclassified,0.141584375956338
AT5G55540,gbM,unclassified,0.12475591758169
AT5G55550,Unmethylated,wgd,0.375917848312205
AT5G55560,Unmethylated,unclassified,0.392590018379618
AT5G55565,Unmethylated,unclassified,0.948851458545555
AT5G55570,Unmethylated,unclassified,0.667109618381979
AT5G55580,Unclassified,unclassified,0.201079056641277
AT5G55590,Unclassified,unclassified,0.711861738237329
AT5G55600,gbM,unclassified,0.210860369827433
AT5G55610,gbM,unclassified,0.144820262811204
AT5G55620,Unmethylated,transposed,0.417852221196028
AT5G55630,Unmethylated,unclassified,0.168699034489911
AT5G55640,Unmethylated,unclassified,0.259882006314159
AT5G55650,Unmethylated,unclassified,0.685922540084313
AT5G55660,gbM,wgd,0.0763550780046009
AT5G55670,gbM,unclassified,0.126312430196351
AT5G55680,Unmethylated,unclassified,0.613864477142756
AT5G55690,Unmethylated,dispersed,0.803960363528428
AT5G55700,Unclassified,unclassified,0.25742851221658
AT5G55710,Unmethylated,unclassified,0.189059351951053
AT5G55720,Unmethylated,unclassified,0.750967869488306
AT5G55730,Unmethylated,dispersed,0.284280646681305
AT5G55740,Unmethylated,unclassified,0.223133884641763
AT5G55750,Unmethylated,unclassified,0.906705822060278
AT5G55760,Unclassified,unclassified,0.135805814512347
AT5G55770,Unmethylated,tandem,0.905041193757172
AT5G55780,Unmethylated,tandem,0.843234533477165
AT5G55790,Unmethylated,dispersed,0.120980633505664
AT5G55800,Unmethylated,proximal,0.456634764155642
AT5G55810,Unclassified,unclassified,0.131365725758487
AT5G55820,gbM,unclassified,0.290165589539938
AT5G55830,Unmethylated,unclassified,0.398263283811676
AT5G55840,gbM,unclassified,0.176763470015955
AT5G55850,Unmethylated,transposed,0.269058812781451
AT5G55855,Unmethylated,wgd,0.920801418796393
AT5G55856,teM,tandem,1
AT5G55860,gbM,unclassified,0.207207094054236
AT5G55870,teM,tandem,0.970919947688921
AT5G55880,NA,tandem,NA
AT5G55890,NA,tandem,NA
AT5G55893,Unmethylated,unclassified,0.649088361434472
AT5G55900,Unclassified,wgd,0.168841658231289
AT5G55910,gbM,wgd,0.12759497730319
AT5G55920,Unmethylated,wgd,0.197338320749691
AT5G55930,Unclassified,wgd,0.573609334622265
AT5G55940,Unmethylated,unclassified,0.156139966855632
AT5G55950,Unmethylated,dispersed,0.457784357190925
AT5G55960,Unclassified,unclassified,0.270622226795061
AT5G55970,Unclassified,wgd,0.348643943731403
AT5G55980,Unmethylated,wgd,0.889724439087684
AT5G55990,Unclassified,wgd,0.16538894495013
AT5G56000,gbM,tandem,0.123190073268175
AT5G56010,Unmethylated,tandem,0.239234120234919
AT5G56020,Unmethylated,wgd,0.222212334668995
AT5G56030,Unmethylated,proximal,0.266968594673127
AT5G56040,Unmethylated,wgd,0.195192448069778
AT5G56050,teM,wgd,0.550730734102429
AT5G56060,Unmethylated,wgd,0.741105507101124
AT5G56070,teM,unclassified,1
AT5G56075,Unclassified,proximal,0.86714411872063
AT5G56080,Unmethylated,wgd,0.941074012197535
AT5G56090,Unmethylated,unclassified,0.178369407493125
AT5G56100,Unmethylated,unclassified,0.599982205069851
AT5G56110,Unmethylated,unclassified,0.91806776523441
AT5G56120,Unmethylated,unclassified,0.370242150423022
AT5G56130,gbM,unclassified,0.130779437446791
AT5G56140,gbM,wgd,0.240096708581862
AT5G56150,Unmethylated,unclassified,0.281624972897209
AT5G56160,Unclassified,wgd,0.482502571471151
AT5G56170,Unclassified,wgd,0.102330112452127
AT5G56180,Unclassified,unclassified,0.26630212974911
AT5G56190,Unclassified,transposed,0.25990340336659
AT5G56200,Unmethylated,unclassified,0.636093740835039
AT5G56210,Unmethylated,wgd,0.251819013576808
AT5G56220,gbM,unclassified,0.282009380915274
AT5G56230,Unmethylated,wgd,0.429760572222185
AT5G56240,Unclassified,tandem,0.148341601156723
AT5G56250,Unclassified,tandem,0.145825171973833
AT5G56260,gbM,unclassified,0.295554129598961
AT5G56270,Unmethylated,wgd,0.39088466005073
AT5G56280,Unmethylated,wgd,0.134032500148244
AT5G56290,Unclassified,unclassified,0.19996771730252
AT5G56300,Unmethylated,wgd,0.60837063029876
AT5G56310,Unclassified,dispersed,0.427461566314653
AT5G56320,Unmethylated,transposed,0.587568522716296
AT5G56325,Unmethylated,proximal,0.85450714880289
AT5G56330,Unmethylated,unclassified,0.883115753580412
AT5G56340,Unmethylated,wgd,0.364666216043507
AT5G56350,gbM,wgd,0.136641814944668
AT5G56360,gbM,unclassified,0.135894921295965
AT5G56368,Unmethylated,unclassified,0.870530974912398
AT5G56369,Unmethylated,unclassified,0.823658942485081
AT5G56370,Unmethylated,wgd,0.230958081449947
AT5G56380,Unclassified,tandem,0.218732564547755
AT5G56390,Unmethylated,tandem,0.939946684740215
AT5G56400,Unmethylated,tandem,0.920997299587432
AT5G56410,teM,tandem,0.846085110908246
AT5G56420,Unclassified,tandem,0.257878196003972
AT5G56430,Unmethylated,tandem,0.820776121102481
AT5G56440,Unmethylated,tandem,0.911968013372064
AT5G56450,Unclassified,unclassified,0.373824585080323
AT5G56452,Unmethylated,proximal,0.910750902267549
AT5G56460,Unclassified,unclassified,0.273536865499909
AT5G56470,Unmethylated,unclassified,0.904752234933117
AT5G56480,Unmethylated,dispersed,0.868937215632261
AT5G56490,Unmethylated,dispersed,0.500116777558278
AT5G56500,Unmethylated,wgd,0.203722543188652
AT5G56510,Unclassified,unclassified,0.58049722488959
AT5G56520,Unmethylated,wgd,0.272490457702673
AT5G56530,Unmethylated,wgd,0.264990292620427
AT5G56540,Unmethylated,wgd,0.57681002338619
AT5G56550,NA,wgd,0.385693862162048
AT5G56555,Unmethylated,proximal,0.79273044612149
AT5G56560,Unclassified,tandem,0.952248884516344
AT5G56570,Unmethylated,unclassified,0.925420463831351
AT5G56580,Unmethylated,unclassified,0.318847569326703
AT5G56590,Unclassified,transposed,0.164898928020165
AT5G56600,Unmethylated,transposed,0.196697501766481
AT5G56610,Unclassified,unclassified,0.195349404246476
AT5G56620,Unmethylated,dispersed,0.536926334836806
AT5G56630,Unclassified,wgd,0.189085558256861
AT5G56640,Unmethylated,wgd,0.834631843125527
AT5G56650,Unmethylated,tandem,0.12580544573638
AT5G56660,Unmethylated,tandem,0.184804898939752
AT5G56670,Unmethylated,wgd,0.191091131942838
AT5G56680,Unmethylated,dispersed,0.127747516340371
AT5G56690,Unmethylated,tandem,0.923764902728038
AT5G56700,Unmethylated,tandem,0.415167674369513
AT5G56710,Unmethylated,wgd,0.183654825111089
AT5G56720,gbM,unclassified,0.36875230586264
AT5G56730,gbM,unclassified,0.0887272684721799
AT5G56740,gbM,unclassified,0.13648012015416
AT5G56750,gbM,wgd,0.445697245150607
AT5G56760,Unmethylated,unclassified,0.26725343193134
AT5G56770,Unmethylated,tandem,0.883951737197521
AT5G56780,Unclassified,wgd,0.460919936637803
AT5G56790,Unclassified,unclassified,0.0957530859604195
AT5G56795,Unmethylated,unclassified,0.54904448954851
AT5G56800,Unmethylated,tandem,0.875637034000458
AT5G56810,Unmethylated,tandem,0.423683463762958
AT5G56820,Unmethylated,tandem,0.899204128461152
AT5G56840,Unmethylated,transposed,0.511469364211005
AT5G56850,Unclassified,unclassified,0.347371974825912
AT5G56860,Unmethylated,wgd,0.401023014802789
AT5G56870,Unmethylated,wgd,0.407273849465795
AT5G56880,Unmethylated,unclassified,0.966978154496372
AT5G56890,gbM,unclassified,0.107023241386568
AT5G56900,Unclassified,unclassified,0.0752278290888665
AT5G56910,Unmethylated,tandem,0.117316659984081
AT5G56920,teM,tandem,0.914995766232478
AT5G56930,Unclassified,unclassified,0.237074064543748
AT5G56940,Unmethylated,dispersed,0.228885264141676
AT5G56950,Unclassified,transposed,0.173646770956058
AT5G56960,Unmethylated,unclassified,0.792754515844192
AT5G56970,Unmethylated,wgd,0.636498361967231
AT5G56980,Unmethylated,wgd,0.316769285265499
AT5G56985,Unmethylated,unclassified,NA
AT5G56990,Unmethylated,proximal,0.185153125963747
AT5G57000,Unmethylated,unclassified,0.326071297751326
AT5G57010,Unmethylated,transposed,0.542424104533928
